Mk,Category Type Approved,Category Registered,Mass (kg),CO2 (g/km),W (mm),Steering Axle (mm),Other Axle (mm),Ft,Fm,Engine Capacity (cm3),Engine Power (KW)
0,0,0,1605,126,2780,1561,1562,0,1,1995,100
0,0,0,1605,126,2780,1561,1562,0,1,1995,100
0,0,0,1605,126,2780,1561,1562,0,1,1995,100
0,0,0,1605,126,2780,1561,1562,0,1,1995,100
0,0,0,1605,126,2780,1561,1562,0,1,1995,100
0,0,0,1605,126,2780,1561,1562,0,1,1995,110
0,0,0,1605,126,2780,1561,1562,0,1,1995,110
0,0,0,1605,126,2780,1561,1562,0,1,1995,110
0,0,0,1605,126,2780,1561,1562,0,1,1995,110
0,0,0,1605,126,2780,1561,1562,0,1,1995,110
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
17,0,0,1440,108,2840,1601,1601,0,1,1560,88
17,0,0,1440,108,2840,1601,1601,0,1,1560,88
17,0,0,1440,108,2840,1601,1601,0,1,1560,88
17,0,0,1440,108,2840,1601,1601,0,1,1560,88
17,0,0,1440,108,2840,1601,1601,0,1,1560,88
17,0,0,1440,115,2840,1601,1601,0,1,1560,88
17,0,0,1440,108,2840,1601,1601,0,1,1560,88
17,0,0,1440,108,2840,1601,1601,0,1,1560,88
17,0,0,1440,108,2840,1601,1601,0,1,1560,88
17,0,0,1440,108,2840,1601,1601,0,1,1560,88
17,0,0,1440,108,2840,1601,1601,0,1,1560,88
17,0,0,1440,108,2840,1601,1601,0,1,1560,88
17,0,0,1440,108,2840,1601,1601,0,1,1560,88
15,0,0,1347,104,2530,1525,1525,0,1,1461,81
15,0,0,1347,104,2530,1525,1525,0,1,1461,81
15,0,0,1347,104,2530,1525,1525,0,1,1461,81
15,0,0,1347,104,2530,1525,1525,0,1,1461,81
15,0,0,1347,104,2530,1525,1525,0,1,1461,81
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
17,0,0,1474,109,2728,1507,1507,0,1,1560,73
17,0,0,1474,109,2728,1507,1507,0,1,1560,73
17,0,0,1474,109,2728,1507,1507,0,1,1560,73
17,0,0,1474,109,2728,1507,1507,0,1,1560,73
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
15,0,0,1347,107,2530,1525,1525,0,1,1461,81
15,0,0,1347,104,2530,1525,1525,0,1,1461,81
15,0,0,1347,107,2530,1525,1525,0,1,1461,81
15,0,0,1347,107,2530,1525,1525,0,1,1461,81
15,0,0,1347,107,2530,1525,1525,0,1,1461,81
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
17,0,0,1379,100,2675,1601,1601,0,1,1560,88
17,0,0,1375,104,2675,1601,1601,0,1,1560,88
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
16,0,0,1163,126,2510,1472,1464,2,1,1229,51
21,0,0,1280,132,2600,1525,1510,2,1,1197,85
21,0,0,1595,119,2780,1540,1540,0,1,1598,82
0,0,0,1525,117,2780,1561,1562,0,1,1995,100
17,0,0,1275,101,2620,1563,1563,0,1,1560,88
17,0,0,1275,95,2620,1563,1563,0,1,1560,88
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1018,99,2492,1455,1455,2,1,898,66
18,0,0,1018,99,2492,1455,1455,2,1,898,66
18,0,0,1018,99,2492,1455,1455,2,1,898,66
18,0,0,939,112,2492,1455,1455,2,1,999,51
18,0,0,939,112,2492,1455,1455,2,1,999,51
18,0,0,939,112,2492,1455,1455,2,1,999,51
18,0,0,939,112,2492,1455,1455,2,1,999,51
3,0,0,1155,90,2634,1497,1497,0,1,1461,66
3,0,0,1087,112,2634,1497,1497,2,1,898,66
3,0,0,1087,109,2634,1497,1497,2,1,898,66
3,0,0,1087,109,2634,1497,1497,2,1,898,66
3,0,0,1087,109,2634,1497,1497,2,1,898,66
3,0,0,1087,109,2634,1497,1497,2,1,898,66
3,0,0,1087,109,2634,1497,1497,2,1,898,66
3,0,0,1087,109,2634,1497,1497,2,1,898,66
3,0,0,1087,109,2634,1497,1497,2,1,898,66
3,0,0,1087,109,2634,1497,1497,2,1,898,66
18,0,0,1395,112,2697,1521,1521,0,1,1461,55
18,0,0,1395,112,2697,1521,1521,0,1,1461,55
18,0,0,1395,112,2697,1521,1521,0,1,1461,55
18,0,0,1395,112,2697,1521,1521,0,1,1461,55
3,0,0,1087,109,2634,1497,1497,2,1,898,66
3,0,0,1087,109,2634,1497,1497,2,1,898,66
18,0,0,1467,134,2670,1596,1596,2,1,1618,151
18,0,0,1467,134,2670,1596,1596,2,1,1618,151
18,0,0,1280,95,2670,1596,1596,0,1,1461,81
18,0,0,1280,95,2670,1596,1596,0,1,1461,81
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1387,95,2712,1596,1596,0,1,1461,66
18,0,0,1387,95,2712,1596,1596,0,1,1461,66
18,0,0,1387,95,2712,1596,1596,0,1,1461,66
18,0,0,1328,123,2670,1596,1596,2,1,1197,97
18,0,0,1488,105,2712,1596,1596,0,1,1598,96
18,0,0,1443,105,2670,1596,1596,0,1,1598,96
18,0,0,1386,95,2670,1596,1596,0,1,1461,81
18,0,0,1395,98,2670,1596,1596,0,1,1461,81
18,0,0,1467,134,2670,1596,1596,2,1,1618,151
18,0,0,1280,95,2670,1596,1596,0,1,1461,81
18,0,0,1280,95,2670,1596,1596,0,1,1461,81
18,0,0,1280,95,2670,1596,1596,0,1,1461,81
18,0,0,1280,95,2670,1596,1596,0,1,1461,81
18,0,0,1280,119,2670,1596,1596,2,1,1197,97
18,0,0,1387,95,2712,1596,1596,0,1,1461,81
18,0,0,1488,105,2712,1596,1596,0,1,1598,96
18,0,0,1591,124,2712,1596,1596,0,1,1598,120
18,0,0,1467,134,2670,1596,1596,2,1,1618,151
18,0,0,940,95,2492,1455,1455,2,1,999,52
18,0,0,940,95,2492,1455,1455,2,1,999,52
18,0,0,940,95,2492,1455,1455,2,1,999,52
18,0,0,940,95,2492,1455,1455,2,1,999,52
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1333,122,2670,1596,1596,2,1,1197,97
18,0,0,1387,95,2712,1596,1596,0,1,1461,81
18,0,0,1387,95,2712,1596,1596,0,1,1461,81
18,0,0,1505,120,2670,1596,1596,0,1,1598,120
18,0,0,939,112,2492,1455,1455,2,1,999,51
18,0,0,939,112,2492,1455,1455,2,1,999,51
18,0,0,939,112,2492,1455,1455,2,1,999,51
18,0,0,939,112,2492,1455,1455,2,1,999,51
18,0,0,1395,140,2697,1521,1521,2,1,1197,84
18,0,0,1395,140,2697,1521,1521,2,1,1197,84
18,0,0,1395,140,2697,1521,1521,2,1,1197,84
18,0,0,1395,140,2697,1521,1521,2,1,1197,84
18,0,0,1505,100,2734,1602,1602,0,1,1461,81
18,0,0,1505,100,2734,1602,1602,0,1,1461,81
18,0,0,1505,129,2734,1602,1602,2,1,1197,97
18,0,0,1615,104,2804,1602,1602,0,1,1461,81
18,0,0,1615,104,2804,1602,1602,0,1,1461,81
18,0,0,1505,129,2734,1602,1602,2,1,1197,97
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,940,95,2492,1455,1455,2,1,999,52
18,0,0,940,95,2492,1455,1455,2,1,999,52
18,0,0,939,112,2492,1455,1455,2,1,999,51
18,0,0,939,112,2492,1455,1455,2,1,999,51
18,0,0,1395,140,2697,1521,1521,2,1,1197,84
18,0,0,1395,140,2697,1521,1521,2,1,1197,84
18,0,0,1576,104,2734,1602,1602,0,1,1461,81
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,939,112,2492,1455,1455,2,1,999,51
18,0,0,939,112,2492,1455,1455,2,1,999,51
18,0,0,939,112,2492,1455,1455,2,1,999,51
18,0,0,939,112,2492,1455,1455,2,1,999,51
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1395,140,2697,1521,1521,2,1,1197,84
18,0,0,1395,140,2697,1521,1521,2,1,1197,84
18,0,0,1395,140,2697,1521,1521,2,1,1197,84
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1505,100,2734,1602,1602,0,1,1461,81
18,0,0,1615,116,2734,1602,1602,0,1,1598,96
18,0,0,1505,136,2804,1602,1602,2,1,1197,97
18,0,0,1560,136,2804,1602,1602,2,1,1197,97
18,0,0,1505,100,2734,1602,1602,0,1,1461,81
18,0,0,1615,104,2804,1602,1602,0,1,1461,81
18,0,0,1615,104,2804,1602,1602,0,1,1461,81
18,0,0,1505,129,2734,1602,1602,2,1,1197,97
18,0,0,1560,136,2804,1602,1602,2,1,1197,97
18,0,0,1735,122,2804,1602,1602,0,1,1598,118
18,0,0,1607,104,2804,1602,1602,0,1,1461,81
18,0,0,1505,100,2734,1602,1602,0,1,1461,81
18,0,0,1615,104,2804,1602,1602,0,1,1461,81
18,0,0,1505,100,2734,1602,1602,0,1,1461,81
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1393,103,2670,1596,1596,0,1,1598,96
18,0,0,1387,95,2712,1596,1596,0,1,1461,81
18,0,0,1387,95,2712,1596,1596,0,1,1461,81
18,0,0,1394,100,2712,1596,1596,0,1,1461,81
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,940,95,2492,1455,1455,2,1,999,52
18,0,0,940,95,2492,1455,1455,2,1,999,52
18,0,0,939,112,2492,1455,1455,2,1,999,51
18,0,0,939,112,2492,1455,1455,2,1,999,51
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1395,140,2697,1521,1521,2,1,1197,84
18,0,0,1395,140,2697,1521,1521,2,1,1197,84
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,66
18,0,0,1576,104,2734,1602,1602,0,1,1461,81
18,0,0,1615,116,2734,1602,1602,0,1,1598,96
18,0,0,1615,119,2804,1602,1602,0,1,1598,96
18,0,0,1615,104,2804,1602,1602,0,1,1461,81
18,0,0,1735,122,2804,1602,1602,0,1,1598,118
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1505,129,2734,1602,1602,2,1,1197,97
18,0,0,1576,104,2734,1602,1602,0,1,1461,81
18,0,0,1676,119,2804,1602,1602,0,1,1598,96
18,0,0,1280,119,2670,1596,1596,2,1,1197,97
18,0,0,1387,95,2712,1596,1596,0,1,1461,81
18,0,0,1386,95,2670,1596,1596,0,1,1461,81
18,0,0,1157,114,2589,1509,1509,2,1,898,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,55
18,0,0,1165,85,2589,1509,1509,0,1,1461,55
18,0,0,1165,85,2589,1509,1509,0,1,1461,55
18,0,0,1165,85,2589,1509,1509,0,1,1461,55
18,0,0,1280,90,2589,1509,1509,0,1,1461,81
18,0,0,1280,90,2589,1509,1509,0,1,1461,81
18,0,0,1280,90,2589,1509,1509,0,1,1461,81
18,0,0,1068,108,2492,1455,1455,2,1,898,66
18,0,0,1068,108,2492,1455,1455,2,1,898,66
18,0,0,1068,108,2492,1455,1455,2,1,898,66
18,0,0,1068,108,2492,1455,1455,2,1,898,66
18,0,0,1048,102,2492,1455,1455,2,1,999,51
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1068,108,2492,1455,1455,2,1,898,66
18,0,0,1068,108,2492,1455,1455,2,1,898,66
18,0,0,1068,108,2492,1455,1455,2,1,898,66
18,0,0,1068,108,2492,1455,1455,2,1,898,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1048,102,2492,1455,1455,2,1,999,51
18,0,0,1048,102,2492,1455,1455,2,1,999,51
18,0,0,1048,102,2492,1455,1455,2,1,999,51
18,0,0,1048,102,2492,1455,1455,2,1,999,51
18,0,0,1395,112,2697,1521,1521,0,1,1461,66
18,0,0,1395,112,2697,1521,1521,0,1,1461,66
18,0,0,1395,112,2697,1521,1521,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,55
18,0,0,1165,85,2589,1509,1509,0,1,1461,55
18,0,0,1280,90,2589,1509,1509,0,1,1461,81
18,0,0,1280,90,2589,1509,1509,0,1,1461,81
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1165,85,2589,1509,1509,0,1,1461,55
18,0,0,1165,85,2589,1509,1509,0,1,1461,55
18,0,0,1165,85,2589,1509,1509,0,1,1461,55
18,0,0,1280,90,2589,1509,1509,0,1,1461,81
18,0,0,1280,90,2589,1509,1509,0,1,1461,81
18,0,0,1280,90,2589,1509,1509,0,1,1461,81
18,0,0,1280,90,2589,1509,1509,0,1,1461,81
18,0,0,1505,100,2734,1602,1602,0,1,1461,81
18,0,0,1576,104,2734,1602,1602,0,1,1461,81
18,0,0,1505,100,2734,1602,1602,0,1,1461,81
18,0,0,1505,100,2734,1602,1602,0,1,1461,70
18,0,0,1505,100,2734,1602,1602,0,1,1461,81
18,0,0,1505,100,2734,1602,1602,0,1,1461,81
18,0,0,1607,104,2804,1602,1602,0,1,1461,81
18,0,0,1505,129,2734,1602,1602,2,1,1197,97
18,0,0,1576,104,2734,1602,1602,0,1,1461,81
18,0,0,1607,104,2804,1602,1602,0,1,1461,81
18,0,0,1576,104,2734,1602,1602,0,1,1461,81
18,0,0,1615,116,2734,1602,1602,0,1,1598,96
18,0,0,1615,116,2734,1602,1602,0,1,1598,96
18,0,0,1576,104,2734,1602,1602,0,1,1461,81
18,0,0,1615,116,2734,1602,1602,0,1,1598,96
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1505,100,2734,1602,1602,0,1,1461,81
18,0,0,1505,100,2734,1602,1602,0,1,1461,81
18,0,0,1505,100,2734,1602,1602,0,1,1461,81
18,0,0,1505,100,2734,1602,1602,0,1,1461,81
18,0,0,1505,129,2734,1602,1602,2,1,1197,97
18,0,0,1505,129,2734,1602,1602,2,1,1197,97
18,0,0,1614,118,2734,1602,1602,0,1,1598,118
18,0,0,1505,129,2734,1602,1602,2,1,1197,97
18,0,0,1505,129,2734,1602,1602,2,1,1197,97
18,0,0,1505,129,2734,1602,1602,2,1,1197,97
18,0,0,1280,87,2670,1596,1596,0,1,1461,81
18,0,0,1387,95,2712,1596,1596,0,1,1461,66
18,0,0,1333,122,2670,1596,1596,2,1,1197,97
18,0,0,1386,95,2670,1596,1596,0,1,1461,81
18,0,0,1395,95,2712,1596,1596,0,1,1461,81
18,0,0,1280,120,2670,1596,1596,2,1,1197,74
18,0,0,1280,95,2670,1596,1596,0,1,1461,81
18,0,0,1280,119,2670,1596,1596,2,1,1197,97
18,0,0,1345,124,2670,1596,1596,2,1,1197,97
18,0,0,1280,95,2670,1596,1596,0,1,1461,81
18,0,0,1467,134,2670,1596,1596,2,1,1618,151
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1275,95,2606,1531,1531,0,1,1461,66
18,0,0,1333,122,2670,1596,1596,2,1,1197,97
18,0,0,1386,95,2670,1596,1596,0,1,1461,81
18,0,0,1333,122,2670,1596,1596,2,1,1197,97
18,0,0,1387,95,2712,1596,1596,0,1,1461,81
18,0,0,1395,95,2712,1596,1596,0,1,1461,81
18,0,0,1395,95,2712,1596,1596,0,1,1461,81
18,0,0,1395,95,2712,1596,1596,0,1,1461,81
18,0,0,1395,95,2712,1596,1596,0,1,1461,81
18,0,0,1280,119,2670,1596,1596,2,1,1197,97
18,0,0,1280,120,2670,1596,1596,2,1,1197,74
18,0,0,1387,90,2712,1596,1596,0,1,1461,81
18,0,0,1280,120,2670,1596,1596,2,1,1197,74
18,0,0,1387,95,2712,1596,1596,0,1,1461,66
18,0,0,1386,95,2670,1596,1596,0,1,1461,81
18,0,0,1387,95,2712,1596,1596,0,1,1461,66
18,0,0,1280,95,2670,1596,1596,0,1,1461,81
18,0,0,1280,95,2670,1596,1596,0,1,1461,81
18,0,0,1333,122,2670,1596,1596,2,1,1197,97
18,0,0,1280,95,2670,1596,1596,0,1,1461,66
18,0,0,1280,95,2670,1596,1596,0,1,1461,81
18,0,0,1280,95,2670,1596,1596,0,1,1461,81
18,0,0,1280,120,2670,1596,1596,2,1,1197,74
18,0,0,1469,103,2712,1596,1596,0,1,1598,96
18,0,0,1280,95,2670,1596,1596,0,1,1461,66
18,0,0,1280,95,2670,1596,1596,0,1,1461,66
18,0,0,1280,95,2670,1596,1596,0,1,1461,81
18,0,0,1387,95,2712,1596,1596,0,1,1461,81
18,0,0,1387,95,2712,1596,1596,0,1,1461,81
18,0,0,1395,95,2712,1596,1596,0,1,1461,81
18,0,0,1280,120,2670,1596,1596,2,1,1197,74
18,0,0,1387,95,2712,1596,1596,0,1,1461,66
