Mk,Category Type Approved,Category Registered,Mass (kg),CO2 (g/km),W (mm),Steering Axle (mm),Other Axle (mm),Ft,Fm,Engine Capacity (cm3),Engine Power (KW)
MERCEDES BENZ,M1,M1,1425,127,2699,1555,1555,PETROL,M,1595,75
MERCEDES BENZ,M1,M1,1735,119,2873,1599,1599,DIESEL,M,1950,143
MERCEDES BENZ,M1,M1,1420,104,2699,1555,1555,DIESEL,M,1461,80
MERCEDES BENZ,M1,M1,2010,158,3430,1670,1670,DIESEL,M,2143,100
MERCEDES BENZ,M1,M1,1425,129,2699,1555,1555,PETROL,M,1595,75
MERCEDES BENZ,M1,M1,1830,126,2873,1599,1599,DIESEL,M,1950,143
MERCEDES BENZ,M1,M1,1420,104,2699,1555,1555,DIESEL,M,1461,80
MERCEDES BENZ,M1,M1,1735,119,2873,1599,1599,DIESEL,M,1950,143
MERCEDES BENZ,M1,M1,2010,158,3430,1670,1670,DIESEL,M,2143,100
MERCEDES BENZ,M1,M1,1425,127,2699,1555,1555,PETROL,M,1595,75
MERCEDES BENZ,M1,M1,1450,107,2699,1551,1551,DIESEL,M,1461,80
MERCEDES BENZ,M1,M1,2010,153,3430,1670,1670,DIESEL,M,2143,120
MERCEDES BENZ,M1,M1,1735,119,2873,1599,1599,DIESEL,M,1950,143
MERCEDES BENZ,M1,M1,1425,129,2699,1555,1555,PETROL,M,1595,75
MERCEDES BENZ,M1,M1,1450,107,2699,1551,1551,DIESEL,M,1461,80
MERCEDES BENZ,M1,M1,1735,119,2873,1599,1599,DIESEL,M,1950,143
MERCEDES BENZ,M1,M1,2010,158,3430,1670,1670,DIESEL,M,2143,100
MERCEDES BENZ,M1,M1,1395,126,2699,1555,1555,PETROL,M,1595,75
MERCEDES BENZ,M1,M1,1450,104,2699,1555,1555,DIESEL,M,1461,80
MERCEDES BENZ,M1,M1,1735,119,2873,1599,1599,DIESEL,M,1950,143
MERCEDES BENZ,M1,M1,2010,153,3430,1670,1670,DIESEL,M,2143,120
CITROEN,M1,M1,1278,126,2604,1513,1513,PETROL,M,1199,81
CITROEN,M1,M1,1278,126,2604,1513,1513,PETROL,M,1199,81
CITROEN,M1,M1,1278,126,2604,1513,1513,PETROL,M,1199,81
CITROEN,M1,M1,1278,126,2604,1513,1513,PETROL,M,1199,81
CITROEN,M1,M1,1278,126,2604,1513,1513,PETROL,M,1199,81
CITROEN,M1,M1,1278,126,2604,1513,1513,PETROL,M,1199,81
CITROEN,M1,M1,1278,126,2604,1513,1513,PETROL,M,1199,81
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,96,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,96,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,96,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,96,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,96,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,96,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
PEUGEOT,M1,M1,1473,113,2728,1507,1507,DIESEL,M,1560,88
PEUGEOT,M1,M1,1473,113,2728,1507,1507,DIESEL,M,1560,88
PEUGEOT,M1,M1,1473,113,2728,1507,1507,DIESEL,M,1560,88
PEUGEOT,M1,M1,1473,113,2728,1507,1507,DIESEL,M,1560,88
CITROEN,M1,M1,1278,96,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,104,2604,1513,1513,DIESEL,M,1560,73
CITROEN,M1,M1,1278,96,2604,1513,1513,DIESEL,M,1560,73
BMW,M1,M1,1735,114,2975,1605,1630,DIESEL,M,1995,140
BMW,M1,M1,1735,114,2975,1605,1630,DIESEL,M,1995,140
BMW,M1,M1,1605,118,2780,1561,1562,DIESEL,M,1995,110
BMW,M1,M1,1605,118,2780,1561,1562,DIESEL,M,1995,110
BMW,M1,M1,1555,125,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1555,125,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1555,125,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1555,125,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1555,125,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1555,125,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1555,125,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1555,125,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1555,125,2780,1561,1562,DIESEL,M,1995,110
BMW,M1,M1,1555,125,2780,1561,1562,DIESEL,M,1995,110
BMW,M1,M1,1555,125,2780,1561,1562,DIESEL,M,1995,110
BMW,M1,M1,1555,125,2780,1561,1562,DIESEL,M,1995,110
BMW,M1,M1,1605,126,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1605,126,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1605,126,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1605,126,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1605,126,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1605,126,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1605,126,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1605,126,2780,1561,1562,DIESEL,M,1995,110
BMW,M1,M1,1605,126,2780,1561,1562,DIESEL,M,1995,110
BMW,M1,M1,1605,126,2780,1561,1562,DIESEL,M,1995,110
BMW,M1,M1,1605,126,2780,1561,1562,DIESEL,M,1995,110
BMW,M1,M1,1605,126,2780,1561,1562,DIESEL,M,1995,110
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
PEUGEOT,M1,M1,1440,108,2840,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1440,108,2840,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1440,108,2840,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1440,108,2840,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1440,108,2840,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1440,115,2840,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1440,108,2840,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1440,108,2840,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1440,108,2840,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1440,108,2840,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1440,108,2840,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1440,108,2840,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1440,108,2840,1601,1601,DIESEL,M,1560,88
NISSAN,M1,M1,1347,104,2530,1525,1525,DIESEL,M,1461,81
NISSAN,M1,M1,1347,104,2530,1525,1525,DIESEL,M,1461,81
NISSAN,M1,M1,1347,104,2530,1525,1525,DIESEL,M,1461,81
NISSAN,M1,M1,1347,104,2530,1525,1525,DIESEL,M,1461,81
NISSAN,M1,M1,1347,104,2530,1525,1525,DIESEL,M,1461,81
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1474,109,2728,1507,1507,DIESEL,M,1560,73
PEUGEOT,M1,M1,1474,109,2728,1507,1507,DIESEL,M,1560,73
PEUGEOT,M1,M1,1474,109,2728,1507,1507,DIESEL,M,1560,73
PEUGEOT,M1,M1,1474,109,2728,1507,1507,DIESEL,M,1560,73
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
NISSAN,M1,M1,1347,107,2530,1525,1525,DIESEL,M,1461,81
NISSAN,M1,M1,1347,104,2530,1525,1525,DIESEL,M,1461,81
NISSAN,M1,M1,1347,107,2530,1525,1525,DIESEL,M,1461,81
NISSAN,M1,M1,1347,107,2530,1525,1525,DIESEL,M,1461,81
NISSAN,M1,M1,1347,107,2530,1525,1525,DIESEL,M,1461,81
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1379,100,2675,1601,1601,DIESEL,M,1560,88
PEUGEOT,M1,M1,1375,104,2675,1601,1601,DIESEL,M,1560,88
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
OPEL,M1,M1,1163,126,2510,1472,1464,PETROL,M,1229,51
TOYOTA,M1,M1,1280,132,2600,1525,1510,PETROL,M,1197,85
TOYOTA,M1,M1,1595,119,2780,1540,1540,DIESEL,M,1598,82
BMW,M1,M1,1525,117,2780,1561,1562,DIESEL,M,1995,100
PEUGEOT,M1,M1,1275,101,2620,1563,1563,DIESEL,M,1560,88
PEUGEOT,M1,M1,1275,95,2620,1563,1563,DIESEL,M,1560,88
RENAULT,M1,M1,1157,114,2589,1509,1509,PETROL,M,898,66
RENAULT,M1,M1,1157,114,2589,1509,1509,PETROL,M,898,66
RENAULT,M1,M1,1165,85,2589,1509,1509,DIESEL,M,1461,66
RENAULT,M1,M1,1165,85,2589,1509,1509,DIESEL,M,1461,66
RENAULT,M1,M1,1165,85,2589,1509,1509,DIESEL,M,1461,66
RENAULT,M1,M1,1018,99,2492,1455,1455,PETROL,M,898,66
RENAULT,M1,M1,1018,99,2492,1455,1455,PETROL,M,898,66
RENAULT,M1,M1,1018,99,2492,1455,1455,PETROL,M,898,66
RENAULT,M1,M1,939,112,2492,1455,1455,PETROL,M,999,51
RENAULT,M1,M1,939,112,2492,1455,1455,PETROL,M,999,51
RENAULT,M1,M1,939,112,2492,1455,1455,PETROL,M,999,51
RENAULT,M1,M1,939,112,2492,1455,1455,PETROL,M,999,51
DACIA,M1,M1,1155,90,2634,1497,1497,DIESEL,M,1461,66
DACIA,M1,M1,1087,112,2634,1497,1497,PETROL,M,898,66
DACIA,M1,M1,1087,109,2634,1497,1497,PETROL,M,898,66
DACIA,M1,M1,1087,109,2634,1497,1497,PETROL,M,898,66
DACIA,M1,M1,1087,109,2634,1497,1497,PETROL,M,898,66
DACIA,M1,M1,1087,109,2634,1497,1497,PETROL,M,898,66
DACIA,M1,M1,1087,109,2634,1497,1497,PETROL,M,898,66
DACIA,M1,M1,1087,109,2634,1497,1497,PETROL,M,898,66
DACIA,M1,M1,1087,109,2634,1497,1497,PETROL,M,898,66
DACIA,M1,M1,1087,109,2634,1497,1497,PETROL,M,898,66
RENAULT,M1,M1,1395,112,2697,1521,1521,DIESEL,M,1461,55
RENAULT,M1,M1,1395,112,2697,1521,1521,DIESEL,M,1461,55
RENAULT,M1,M1,1395,112,2697,1521,1521,DIESEL,M,1461,55
RENAULT,M1,M1,1395,112,2697,1521,1521,DIESEL,M,1461,55
DACIA,M1,M1,1087,109,2634,1497,1497,PETROL,M,898,66
DACIA,M1,M1,1087,109,2634,1497,1497,PETROL,M,898,66
RENAULT,M1,M1,1467,134,2670,1596,1596,PETROL,M,1618,151
RENAULT,M1,M1,1467,134,2670,1596,1596,PETROL,M,1618,151
RENAULT,M1,M1,1280,95,2670,1596,1596,DIESEL,M,1461,81
RENAULT,M1,M1,1280,95,2670,1596,1596,DIESEL,M,1461,81
RENAULT,M1,M1,1157,114,2589,1509,1509,PETROL,M,898,66
RENAULT,M1,M1,1157,114,2589,1509,1509,PETROL,M,898,66
RENAULT,M1,M1,1157,114,2589,1509,1509,PETROL,M,898,66
RENAULT,M1,M1,1157,114,2589,1509,1509,PETROL,M,898,66
RENAULT,M1,M1,1157,114,2589,1509,1509,PETROL,M,898,66
RENAULT,M1,M1,1157,114,2589,1509,1509,PETROL,M,898,66
RENAULT,M1,M1,1387,95,2712,1596,1596,DIESEL,M,1461,66
RENAULT,M1,M1,1387,95,2712,1596,1596,DIESEL,M,1461,66
RENAULT,M1,M1,1387,95,2712,1596,1596,DIESEL,M,1461,66
RENAULT,M1,M1,1328,123,2670,1596,1596,PETROL,M,1197,97
RENAULT,M1,M1,1488,105,2712,1596,1596,DIESEL,M,1598,96
RENAULT,M1,M1,1443,105,2670,1596,1596,DIESEL,M,1598,96
RENAULT,M1,M1,1386,95,2670,1596,1596,DIESEL,M,1461,81
RENAULT,M1,M1,1395,98,2670,1596,1596,DIESEL,M,1461,81
RENAULT,M1,M1,1467,134,2670,1596,1596,PETROL,M,1618,151
RENAULT,M1,M1,1280,95,2670,1596,1596,DIESEL,M,1461,81
RENAULT,M1,M1,1280,95,2670,1596,1596,DIESEL,M,1461,81
RENAULT,M1,M1,1280,95,2670,1596,1596,DIESEL,M,1461,81
RENAULT,M1,M1,1280,95,2670,1596,1596,DIESEL,M,1461,81
RENAULT,M1,M1,1280,119,2670,1596,1596,PETROL,M,1197,97
RENAULT,M1,M1,1387,95,2712,1596,1596,DIESEL,M,1461,81
RENAULT,M1,M1,1488,105,2712,1596,1596,DIESEL,M,1598,96
RENAULT,M1,M1,1591,124,2712,1596,1596,DIESEL,M,1598,120
RENAULT,M1,M1,1467,134,2670,1596,1596,PETROL,M,1618,151
RENAULT,M1,M1,940,95,2492,1455,1455,PETROL,M,999,52
RENAULT,M1,M1,940,95,2492,1455,1455,PETROL,M,999,52
RENAULT,M1,M1,940,95,2492,1455,1455,PETROL,M,999,52
RENAULT,M1,M1,940,95,2492,1455,1455,PETROL,M,999,52
RENAULT,M1,M1,1157,114,2589,1509,1509,PETROL,M,898,66
RENAULT,M1,M1,1157,114,2589,1509,1509,PETROL,M,898,66
RENAULT,M1,M1,1157,114,2589,1509,1509,PETROL,M,898,66
RENAULT,M1,M1,1157,114,2589,1509,1509,PETROL,M,898,66
RENAULT,M1,M1,1165,85,2589,1509,1509,DIESEL,M,1461,66
RENAULT,M1,M1,1165,85,2589,1509,1509,DIESEL,M,1461,66
RENAULT,M1,M1,1165,85,2589,1509,1509,DIESEL,M,1461,66
RENAULT,M1,M1,1333,122,2670,1596,1596,PETROL,M,1197,97
RENAULT,M1,M1,1387,95,2712,1596,1596,DIESEL,M,1461,81
