Mk,Category Type Approved,Category Registered,Mass (kg),CO2 (g/km),W (mm),Steering Axle (mm),Other Axle (mm),Ft,Fm,Engine Capacity (cm3),Engine Power (KW)
PEUGEOT,M1,M1,1545,109,2613,1532,1527,DIESEL,M,1560,88
PEUGEOT,M1,M1,1275,94,2730,1565,1560,DIESEL,M,1560,73
PEUGEOT,M1,M1,1164,120,2620,1563,1557,PETROL,M,1199,96
PEUGEOT,M1,M1,1150,90,2538,1470,1472,DIESEL,M,1560,55
PEUGEOT,M1,M1,1235,125,2538,1517,1501,PETROL,M,1598,153
PEUGEOT,M1,M1,1395,116,2620,1563,1557,DIESEL,M,1997,130
PEUGEOT,M1,M1,2010,153,3000,1810,1790,DIESEL,M,1997,81
PEUGEOT,M1,M1,1092,109,2538,1470,1472,PETROL,M,1199,60
PEUGEOT,M1,M1,1275,95,2620,1563,1557,DIESEL,M,1560,88
PEUGEOT,M1,M1,1390,114,2675,1601,1610,DIESEL,M,1560,88
PEUGEOT,M1,M1,1280,139,2620,1563,1557,PETROL,M,1598,200
PEUGEOT,M1,M1,1474,109,2728,1507,1556,DIESEL,M,1560,73
PEUGEOT,M1,M1,1449,113,2728,1507,1556,DIESEL,M,1560,55
PEUGEOT,M1,M1,2290,163,3000,1810,1790,DIESEL,M,1997,96
PEUGEOT,M1,M1,1155,107,2620,1563,1557,PETROL,M,1199,81
PEUGEOT,M1,M1,1265,111,2730,1565,1560,PETROL,M,1199,96
PEUGEOT,M1,M1,1385,105,2730,1565,1560,DIESEL,M,1560,88
PEUGEOT,M1,M1,1951,147,3275,1630,1618,DIESEL,M,1997,110
PEUGEOT,M1,M1,2195,137,3275,1630,1618,DIESEL,M,1560,85
PEUGEOT,M1,M1,2010,153,3000,1810,1790,DIESEL,M,1997,81
PEUGEOT,M1,M1,1155,105,2620,1563,1557,PETROL,M,1199,81
PEUGEOT,M1,M1,1646,137,3275,1630,1618,DIESEL,M,1560,85
PEUGEOT,M1,M1,1155,104,2538,1470,1472,PETROL,M,1199,81
PEUGEOT,M1,M1,1235,96,2620,1563,1557,DIESEL,M,1560,73
PEUGEOT,M1,M1,1545,112,2613,1532,1527,DIESEL,M,1560,88
PEUGEOT,M1,M1,1390,108,2675,1601,1610,DIESEL,M,1560,88
PEUGEOT,M1,M1,2375,163,3450,1810,1790,DIESEL,M,1997,120
PEUGEOT,M1,M1,1255,96,2620,1563,1557,DIESEL,M,1499,96
PEUGEOT,M1,M1,2025,153,3000,1810,1790,DIESEL,M,1997,96
PEUGEOT,M1,M1,1612,150,2725,1560,1526,DIESEL,M,1997,100
PEUGEOT,M1,M1,1370,100,2730,1565,1560,DIESEL,M,1499,96
PEUGEOT,M1,M1,1255,96,2620,1563,1557,DIESEL,M,1499,96
PEUGEOT,M1,M1,1225,110,2537,1482,1492,PETROL,M,1199,81
PEUGEOT,M1,M1,1140,90,2538,1470,1472,DIESEL,M,1560,55
PEUGEOT,M1,M1,1565,118,2840,1601,1610,DIESEL,M,1997,110
PEUGEOT,M1,M1,2010,153,3000,1810,1790,DIESEL,M,1997,81
PEUGEOT,M1,M1,1615,110,2817,1579,1552,DIESEL,M,1997,133
PEUGEOT,M1,M1,1379,100,2675,1601,1610,DIESEL,M,1560,88
PEUGEOT,M1,M1,2535,158,3450,1810,1790,DIESEL,M,1997,96
PEUGEOT,M1,M1,1665,113,2728,1507,1556,DIESEL,M,1560,88
PEUGEOT,M1,M1,2490,158,3450,1810,1790,DIESEL,M,1997,96
PEUGEOT,M1,M1,1385,102,2730,1565,1560,DIESEL,M,1560,88
PEUGEOT,M1,M1,1370,100,2730,1565,1560,DIESEL,M,1499,96
PEUGEOT,M1,M1,1585,112,2727,1531,1567,DIESEL,M,1560,88
PEUGEOT,M1,M1,1235,125,2538,1517,1501,PETROL,M,1598,153
PEUGEOT,M1,M1,1150,90,2538,1470,1472,DIESEL,M,1560,55
PEUGEOT,M1,M1,1325,117,2675,1601,1610,PETROL,M,1199,96
PEUGEOT,M1,M1,1255,96,2620,1563,1557,DIESEL,M,1499,96
PEUGEOT,M1,M1,1255,96,2620,1563,1557,DIESEL,M,1499,96
PEUGEOT,M1,M1,1255,96,2620,1563,1557,DIESEL,M,1499,96
PEUGEOT,M1,M1,1255,98,2620,1563,1557,DIESEL,M,1560,88
PEUGEOT,M1,M1,1120,114,2537,1482,1492,PETROL,M,1199,60
PEUGEOT,M1,M1,1235,97,2537,1482,1492,DIESEL,M,1560,55
PEUGEOT,M1,M1,935,97,2340,1430,1420,PETROL,M,998,51
PEUGEOT,M1,M1,1587,144,2925,1630,1618,DIESEL,M,1560,70
VOLVO,M1,M1,1453,108,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1453,108,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1453,108,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1453,108,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1453,108,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1453,108,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1453,108,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1546,1533,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1546,1533,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1546,1533,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1546,1533,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1546,1533,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1546,1533,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,101,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1453,105,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1453,105,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1453,105,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,96,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,96,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,96,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,96,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,96,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,96,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,96,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,96,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,96,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,96,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1437,96,2647,1551,1538,DIESEL,M,1969,110
VOLVO,M1,M1,1475,104,2646,1552,1540,DIESEL,M,1969,140
VOLVO,M1,M1,1475,104,2646,1552,1540,DIESEL,M,1969,140
VOLVO,M1,M1,1446,131,2646,1552,1540,PETROL,M,1498,112
VOLVO,M1,M1,1446,131,2646,1552,1540,PETROL,M,1498,112
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1150,90,2538,1470,1470,DIESEL,M,1560,55
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,127,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1345,120,2675,1601,1601,PETROL,M,1199,96
PEUGEOT,M1,M1,1500,99,2817,1579,1579,DIESEL,M,1560,88
PEUGEOT,M1,M1,1500,99,2817,1579,1579,DIESEL,M,1560,88
PEUGEOT,M1,M1,1500,99,2817,1579,1579,DIESEL,M,1560,88
PEUGEOT,M1,M1,1500,99,2817,1579,1579,DIESEL,M,1560,88
PEUGEOT,M1,M1,1500,99,2817,1579,1579,DIESEL,M,1560,88
PEUGEOT,M1,M1,1500,99,2817,1579,1579,DIESEL,M,1560,88
PEUGEOT,M1,M1,1500,99,2817,1579,1579,DIESEL,M,1560,88
PEUGEOT,M1,M1,1500,99,2817,1579,1579,DIESEL,M,1560,88
KIA,M1,M1,1521,101,2700,1555,1555,PETROL,M,1580,77
KIA,M1,M1,1521,101,2700,1555,1555,PETROL,M,1580,77
KIA,M1,M1,1521,101,2700,1555,1555,PETROL,M,1580,77
KIA,M1,M1,1521,101,2700,1555,1555,PETROL,M,1580,77
PEUGEOT,M1,M1,1165,103,2537,1482,1482,PETROL,M,1199,81
MAZDA,M1,M1,1090,139,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1090,139,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1090,139,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1090,139,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1090,139,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1090,139,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1090,139,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1090,139,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1090,139,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1090,139,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1090,139,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1090,139,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1090,139,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1090,139,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1090,139,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1127,142,2310,1495,1505,PETROL,M,1496,96
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1375,136,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1375,136,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1315,150,2570,1525,1520,PETROL,M,1998,110
MAZDA,M1,M1,1352,105,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1352,105,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1352,105,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1352,105,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1352,105,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1270,136,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1270,136,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1270,136,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1270,136,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1270,136,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1270,136,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1270,136,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1270,136,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1270,136,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1305,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1350,123,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1340,146,2570,1525,1520,PETROL,M,1998,110
MAZDA,M1,M1,1340,146,2570,1525,1520,PETROL,M,1998,110
MAZDA,M1,M1,1310,150,2570,1525,1520,PETROL,M,1998,110
MAZDA,M1,M1,1310,150,2570,1525,1520,PETROL,M,1998,110
MAZDA,M1,M1,1310,150,2570,1525,1520,PETROL,M,1998,110
MAZDA,M1,M1,1275,105,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1275,105,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1275,105,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1275,105,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1275,105,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1270,136,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1270,136,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1289,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1289,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1289,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1270,136,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1275,105,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1289,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1275,105,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1270,136,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1270,136,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1289,137,2570,1525,1520,PETROL,M,1998,88
MAZDA,M1,M1,1370,136,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1370,136,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1370,136,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1370,136,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1350,123,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1350,123,2570,1525,1520,DIESEL,M,1499,77
MAZDA,M1,M1,1340,146,2570,1525,1520,PETROL,M,1998,110
MAZDA,M1,M1,1340,146,2570,1525,1520,PETROL,M,1998,110
MAZDA,M1,M1,1340,146,2570,1525,1520,PETROL,M,1998,110
