,Country,ID,Mk,Category Type Approved,Category Registered,Mass (kg),CO2 (g/km),W (mm),Steering Axle (mm),Other Axle (mm),Ft,Fm,Engine Capacity (cm3),Engine Power (KW)
4941,FR,3032773,Renault,M1,M1,1923.0,145.0,3498.0,1615.0,1615.0,Diesel,M,1598.0,92.0
4942,FR,3032943,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
4943,FR,3036128,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4944,FR,3036136,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4945,FR,3036144,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4946,FR,3036151,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4947,FR,3036180,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4948,FR,3036188,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4949,FR,3036199,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,55.0
4950,FR,3036206,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,55.0
4951,FR,3036222,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
4952,FR,3036226,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
4953,FR,3036245,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4954,FR,3036251,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4955,FR,3036257,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4956,FR,3036262,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4957,FR,3036378,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,55.0
4958,FR,3036383,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,55.0
4959,FR,3036389,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,55.0
4960,FR,3036395,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,55.0
4961,FR,3036453,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
4962,FR,3036458,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
4963,FR,3036464,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
4964,FR,3036518,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4965,FR,3036524,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4966,FR,3036561,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4967,FR,3036567,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4968,FR,3036574,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4969,FR,3036598,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4970,FR,3036605,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4971,FR,3036644,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4972,FR,3036652,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4973,FR,3036657,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4974,FR,3027584,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4975,FR,3027592,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4976,FR,3027603,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,55.0
4977,FR,3027693,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4978,FR,3027700,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4979,FR,3027704,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4980,FR,3027713,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,55.0
4981,FR,3027721,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,55.0
4982,FR,3027727,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,55.0
4983,FR,3027777,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4984,FR,3027814,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4985,FR,3027820,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4986,FR,3027827,Renault,M1,M1,1253.0,95.0,2606.0,1531.0,1531.0,Diesel,M,1461.0,66.0
4987,FR,3027837,Renault,M1,M1,1923.0,145.0,3498.0,1615.0,1615.0,Diesel,M,1598.0,92.0
4988,CZ,3941805,Dacia,M1,M1,1395.0,123.0,2673.0,1560.0,1567.0,Diesel,M,1461.0,80.0
4989,CZ,3941809,Dacia,M1,M1,1395.0,123.0,2673.0,1560.0,1567.0,Diesel,M,1461.0,80.0
4990,CZ,3941813,Dacia,M1,M1,1395.0,123.0,2673.0,1560.0,1567.0,Diesel,M,1461.0,80.0
4991,CZ,3941818,Dacia,M1,M1,1395.0,123.0,2673.0,1560.0,1567.0,Diesel,M,1461.0,80.0
4992,CZ,3941823,Dacia,M1,M1,1395.0,123.0,2673.0,1560.0,1567.0,Diesel,M,1461.0,80.0
4993,CZ,3941828,Dacia,M1,M1,1395.0,123.0,2673.0,1560.0,1567.0,Diesel,M,1461.0,80.0
4994,CZ,3941833,Dacia,M1,M1,1395.0,123.0,2673.0,1560.0,1567.0,Diesel,M,1461.0,80.0
4995,CZ,3941838,Dacia,M1,M1,1395.0,123.0,2673.0,1560.0,1567.0,Diesel,M,1461.0,80.0
4996,CZ,3941845,Dacia,M1,M1,1395.0,123.0,2673.0,1560.0,1567.0,Diesel,M,1461.0,80.0
4997,CZ,3941851,Dacia,M1,M1,1387.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1197.0,92.0
4998,CZ,3941857,Dacia,M1,M1,1387.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1197.0,92.0
4999,CZ,3941863,Dacia,M1,M1,1387.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1197.0,92.0
5000,CZ,3941870,Dacia,M1,M1,1387.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1197.0,92.0
5001,CZ,3941877,Dacia,M1,M1,1387.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1197.0,92.0
5002,CZ,3941883,Dacia,M1,M1,1387.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1197.0,92.0
5003,CZ,3941888,Dacia,M1,M1,1387.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1197.0,92.0
5004,CZ,3941894,Dacia,M1,M1,1387.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1197.0,92.0
5005,CZ,3941900,Dacia,M1,M1,1387.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1197.0,92.0
5006,CZ,3941906,Dacia,M1,M1,1387.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1197.0,92.0
5007,CZ,3941913,Dacia,M1,M1,1387.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1197.0,92.0
5008,CZ,3941919,Dacia,M1,M1,1387.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1197.0,92.0
5009,CZ,3941924,Dacia,M1,M1,1387.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1197.0,92.0
5010,CZ,3941930,Dacia,M1,M1,1387.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1197.0,92.0
5011,CZ,3941937,Dacia,M1,M1,1387.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1197.0,92.0
5012,CZ,3941943,Dacia,M1,M1,1387.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1197.0,92.0
5013,CZ,3941949,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5014,CZ,3941955,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5015,CZ,3941961,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5016,CZ,3941967,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5017,CZ,3941974,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5018,CZ,3941980,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5019,CZ,3941985,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5020,CZ,3941991,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5021,CZ,3941998,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5022,CZ,3942004,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5023,CZ,3942010,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5024,CZ,3942015,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5025,CZ,3942022,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5026,CZ,3942028,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5027,CZ,3942035,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5028,CZ,3942040,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5029,CZ,3942045,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5030,CZ,3942051,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5031,CZ,3942060,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5032,CZ,3942066,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5033,CZ,3942072,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5034,CZ,3942078,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5035,CZ,3942084,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5036,CZ,3942091,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5037,CZ,3942098,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5038,CZ,3942104,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5039,CZ,3942111,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5040,CZ,3942118,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5041,CZ,3942125,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5042,CZ,3942132,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5043,CZ,3942139,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5044,CZ,3942146,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5045,CZ,3942153,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5046,CZ,3942160,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5047,CZ,3942168,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5048,CZ,3942174,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5049,CZ,3942182,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5050,CZ,3942188,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5051,CZ,3942197,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5052,CZ,3942204,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5053,CZ,3942211,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5054,CZ,3942217,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5055,CZ,3942223,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5056,CZ,3942233,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5057,CZ,3942240,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5058,CZ,3942247,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5059,CZ,3942253,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5060,CZ,3942260,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5061,CZ,3942267,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5062,CZ,3942274,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5063,CZ,3942281,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5064,CZ,3942288,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5065,CZ,3942300,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5066,CZ,3942301,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5067,CZ,3942302,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5068,CZ,3942303,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5069,CZ,3942304,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5070,CZ,3942305,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5071,CZ,3942306,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5072,CZ,3942307,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5073,CZ,3942309,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5074,CZ,3942311,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5075,CZ,3942312,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5076,CZ,3942315,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5077,CZ,3942317,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5078,CZ,3942319,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5079,CZ,3942323,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5080,CZ,3942327,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5081,CZ,3942331,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5082,CZ,3942335,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5083,CZ,3942339,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5084,CZ,3942343,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5085,CZ,3942347,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5086,CZ,3942352,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5087,CZ,3942356,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5088,CZ,3942359,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5089,CZ,3942363,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5090,CZ,3942367,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5091,CZ,3942374,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5092,CZ,3942377,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5093,CZ,3942380,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5094,CZ,3942384,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5095,CZ,3942388,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5096,CZ,3942394,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5097,CZ,3942397,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5098,CZ,3942401,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5099,CZ,3942405,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5100,CZ,3942409,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5101,CZ,3942414,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5102,CZ,3942417,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5103,CZ,3942421,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5104,CZ,3942425,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5105,CZ,3942466,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5106,CZ,3942473,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5107,CZ,3942479,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5108,CZ,3942485,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5109,CZ,3942490,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5110,CZ,3942496,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5111,CZ,3942502,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5112,CZ,3942507,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5113,CZ,3942513,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5114,CZ,3942519,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5115,CZ,3942524,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5116,CZ,3942530,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5117,CZ,3942536,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5118,CZ,3942542,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5119,CZ,3942548,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5120,CZ,3942554,Dacia,M1,M1,1165.0,145.0,2673.0,1560.0,1567.0,Petrol,M,1598.0,84.0
5121,BE,1221116,"Volkswagen, vw",M1,M1,1539.0,119.0,2786.0,1561.0,1534.0,Diesel,M,1598.0,85.0
5122,BG,1347499,Volkswagen,M1,M1,1386.0,148.0,2626.0,1533.0,1503.0,Petrol,M,1984.0,169.0
5123,RO,2153372,Volkswagen,M1,M1,1050.0,116.0,2456.0,1441.0,1434.0,Petrol,M,999.0,55.0
5124,FR,4767206,Volkswagen,M1,M1,1541.0,121.0,2786.0,1578.0,1578.0,Diesel,M,1968.0,110.0
5125,FR,4771300,Volkswagen,M1,M1,1631.0,123.0,2786.0,1578.0,1578.0,Diesel,M,1968.0,110.0
5126,FR,4821916,Volkswagen,M1,M1,1323.0,106.0,2620.0,1533.0,1533.0,Diesel,M,1598.0,85.0
5127,FR,4789690,Volkswagen,M1,M1,1107.0,109.0,2456.0,1441.0,1441.0,Petrol,M,1197.0,66.0
5128,FR,4723381,Volkswagen,M1,M1,1560.0,112.0,2786.0,1561.0,1561.0,Diesel,M,1598.0,85.0
5129,FR,4791229,Volkswagen,M1,M1,1152.0,95.0,2456.0,1441.0,1441.0,Diesel,M,1422.0,55.0
5130,FR,4805738,Volkswagen,M1,M1,1343.0,102.0,2620.0,1533.0,1533.0,Diesel,M,1598.0,85.0
5131,BE,1296879,"Volkswagen, vw",M1,M1,1165.0,92.0,2456.0,1441.0,1434.0,Diesel,M,1422.0,66.0
5132,FR,4734642,Volkswagen,M1,M1,1568.0,125.0,2677.0,1579.0,1579.0,Diesel,M,1968.0,110.0
5133,BE,1306815,"Volkswagen, vw",M1,M1,1294.0,117.0,2620.0,1533.0,1502.0,Petrol,M,1197.0,81.0
5134,BE,1249970,"Volkswagen, vw",M1,M1,1139.0,109.0,2456.0,1441.0,1434.0,Petrol,M,1197.0,66.0
5135,FR,4811772,Volkswagen,M1,M1,1291.0,119.0,2620.0,1533.0,1533.0,Petrol,M,1395.0,92.0
5136,FR,4832882,Volkswagen,M1,M1,1413.0,120.0,2620.0,1533.0,1533.0,Diesel,M,1968.0,110.0
5137,FR,4749495,Volkswagen,M1G,M1G,1700.0,149.0,2677.0,1576.0,1576.0,Diesel,M,1968.0,110.0
5138,RO,2161240,Volkswagen,M1G,M1G,1570.0,153.0,2677.0,1576.0,1566.0,Petrol,M,1395.0,110.0
5139,DK,694793,Volkswagen,M1,M1,934.0,96.0,2407.0,1412.0,1408.0,Petrol,M,999.0,44.0
5140,HR,401176,Volkswagen,M1,M1,1319.0,106.0,2620.0,1533.0,1503.0,Diesel,M,1598.0,66.0
5141,FR,4835417,Volkswagen,M1,M1,1268.0,120.0,2620.0,1533.0,1533.0,Petrol,M,1395.0,92.0
5142,HR,410263,Volkswagen,M1,M1,926.0,101.0,2407.0,1412.0,1408.0,Petrol,M,999.0,44.0
5143,HR,400899,Volkswagen,M1,M1,1323.0,106.0,2620.0,1533.0,1503.0,Diesel,M,1598.0,85.0
5144,FR,4726480,Volkswagen,M1,M1,1568.0,125.0,2677.0,1579.0,1579.0,Diesel,M,1968.0,110.0
5145,SI,2535948,Volkswagen,M1,M1,1383.0,122.0,2670.0,1533.0,1504.0,Petrol,M,1395.0,92.0
5146,BE,1243015,"Volkswagen, vw",M1,M1,1519.0,123.0,3006.0,1537.0,1538.0,Diesel,M,1968.0,75.0
5147,FR,4812373,Volkswagen,M1,M1,940.0,97.0,2407.0,1412.0,1412.0,Petrol,M,999.0,55.0
5148,FR,4821651,Volkswagen,M1,M1,1395.0,103.0,2620.0,1533.0,1533.0,Diesel,M,1598.0,81.0
5149,DK,701947,Volkswagen,M1,M1,940.0,95.0,2407.0,1412.0,1408.0,Petrol,M,999.0,44.0
5150,DK,719790,Volkswagen,M1,M1,934.0,96.0,2407.0,1412.0,1408.0,Petrol,M,999.0,44.0
5151,FR,4785423,Volkswagen,M1,M1,1152.0,95.0,2456.0,1441.0,1441.0,Diesel,M,1422.0,55.0
5152,FR,4718322,Volkswagen,M1,M1,1615.0,121.0,2786.0,1561.0,1561.0,Diesel,M,1968.0,110.0
5153,FR,4854558,Volkswagen,M1,M1,1323.0,106.0,2620.0,1533.0,1533.0,Diesel,M,1598.0,85.0
5154,CZ,3980005,Volkswagen,M1G,M1G,1723.0,149.0,2677.0,1576.0,1566.0,Diesel,M,1968.0,140.0
5155,FR,4746779,Volkswagen,M1,M1,1568.0,125.0,2677.0,1579.0,1579.0,Diesel,M,1968.0,110.0
5156,FR,4854790,Volkswagen,M1,M1,1323.0,106.0,2620.0,1533.0,1533.0,Diesel,M,1598.0,85.0
5157,FR,4852711,Volkswagen,M1,M1,1291.0,119.0,2620.0,1533.0,1533.0,Petrol,M,1395.0,92.0
5158,FR,4775140,Volkswagen,M1,M1,1107.0,109.0,2456.0,1441.0,1441.0,Petrol,M,1197.0,66.0
5159,FR,4750208,Volkswagen,M1,M1,1615.0,129.0,2677.0,1579.0,1579.0,Diesel,M,1968.0,110.0
5160,BE,1231533,"Volkswagen, vw",M1,M1,1560.0,112.0,2786.0,1561.0,1534.0,Diesel,M,1598.0,85.0
5161,FR,4793861,Volkswagen,M1,M1,1107.0,109.0,2456.0,1441.0,1441.0,Petrol,M,1197.0,66.0
5162,FR,4843861,Volkswagen,M1,M1,1237.0,109.0,2620.0,1533.0,1533.0,Petrol,M,999.0,81.0
5163,FR,4838865,Volkswagen,M1,M1,1257.0,107.0,2620.0,1533.0,1533.0,Petrol,M,999.0,81.0
5164,FR,4841536,Volkswagen,M1,M1,1343.0,102.0,2620.0,1533.0,1533.0,Diesel,M,1598.0,85.0
5165,FR,4774802,Volkswagen,M1,M1,1139.0,109.0,2456.0,1441.0,1441.0,Petrol,M,1197.0,66.0
