,Country,ID,Mk,Category Type Approved,Category Registered,Mass (kg),CO2 (g/km),W (mm),Steering Axle (mm),Other Axle (mm),Ft,Fm,Engine Capacity (cm3),Engine Power (KW)
1090,BE,1076436,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1091,BE,1076444,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1092,BE,1076453,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1093,BE,1076458,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1094,BE,1076466,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1095,BE,1076473,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1096,BE,1076483,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1097,BE,1076492,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1098,BE,1076498,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1099,BE,1076507,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1100,BE,1076514,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1101,BE,1076523,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1102,BE,1076532,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1103,BE,1076540,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1104,BE,1076548,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1105,BE,1076557,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1106,BE,1076566,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1107,BE,1076575,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1108,BE,1076584,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1109,BE,1076590,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1110,BE,1076594,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1111,BE,1076601,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1112,BE,1076609,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1113,BE,1076616,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1114,BE,1076622,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1115,BE,1076629,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1116,BE,1076638,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1117,BE,1076647,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1118,BE,1076655,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1119,BE,1076663,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1120,BE,1076670,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1121,BE,1076679,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1122,BE,1076687,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1123,BE,1076695,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1124,BE,1076703,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1125,BE,1076712,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1126,BE,1076721,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1127,BE,1076728,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1128,BE,1076735,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1129,BE,1076744,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1130,BE,1076754,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1131,BE,1076761,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1132,BE,1076770,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1133,BE,1076778,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1134,BE,1076787,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1135,BE,1076795,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1136,BE,1076803,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1137,BE,1076810,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1138,BE,1076816,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1139,BE,1076826,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1140,BE,1076833,Opel,M1,M1,1163.0,126.0,2510.0,1472.0,1464.0,Petrol,M,1229.0,51.0
1141,BE,903647,Bmw,M1,M1,1525.0,117.0,2780.0,1561.0,1562.0,Diesel,M,1995.0,100.0
1142,FR,3513523,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1143,FR,3513530,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1144,FR,3513539,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1145,FR,3513545,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1146,FR,3513550,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1147,FR,3513559,Renault,M1,M1,1018.0,99.0,2492.0,1455.0,1455.0,Petrol,M,898.0,66.0
1148,FR,3513563,Renault,M1,M1,1018.0,99.0,2492.0,1455.0,1455.0,Petrol,M,898.0,66.0
1149,FR,3513570,Renault,M1,M1,1018.0,99.0,2492.0,1455.0,1455.0,Petrol,M,898.0,66.0
1150,FR,3513577,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
1151,FR,3513584,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
1152,FR,3513591,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
1153,FR,3513598,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
1154,FR,3513605,Dacia,M1,M1,1155.0,90.0,2634.0,1497.0,1497.0,Diesel,M,1461.0,66.0
1155,FR,3513611,Dacia,M1,M1,1087.0,112.0,2634.0,1497.0,1497.0,Petrol,M,898.0,66.0
1156,FR,3513619,Dacia,M1,M1,1087.0,109.0,2634.0,1497.0,1497.0,Petrol,M,898.0,66.0
1157,FR,3513626,Dacia,M1,M1,1087.0,109.0,2634.0,1497.0,1497.0,Petrol,M,898.0,66.0
1158,FR,3513632,Dacia,M1,M1,1087.0,109.0,2634.0,1497.0,1497.0,Petrol,M,898.0,66.0
1159,FR,3513641,Dacia,M1,M1,1087.0,109.0,2634.0,1497.0,1497.0,Petrol,M,898.0,66.0
1160,FR,3513647,Dacia,M1,M1,1087.0,109.0,2634.0,1497.0,1497.0,Petrol,M,898.0,66.0
1161,FR,3513656,Dacia,M1,M1,1087.0,109.0,2634.0,1497.0,1497.0,Petrol,M,898.0,66.0
1162,FR,3513663,Dacia,M1,M1,1087.0,109.0,2634.0,1497.0,1497.0,Petrol,M,898.0,66.0
1163,FR,3513667,Dacia,M1,M1,1087.0,109.0,2634.0,1497.0,1497.0,Petrol,M,898.0,66.0
1164,FR,3513675,Renault,M1,M1,1395.0,112.0,2697.0,1521.0,1521.0,Diesel,M,1461.0,55.0
1165,FR,3513681,Renault,M1,M1,1395.0,112.0,2697.0,1521.0,1521.0,Diesel,M,1461.0,55.0
1166,FR,3513687,Renault,M1,M1,1395.0,112.0,2697.0,1521.0,1521.0,Diesel,M,1461.0,55.0
1167,FR,3513693,Renault,M1,M1,1395.0,112.0,2697.0,1521.0,1521.0,Diesel,M,1461.0,55.0
1168,FR,3513698,Dacia,M1,M1,1087.0,109.0,2634.0,1497.0,1497.0,Petrol,M,898.0,66.0
1169,FR,3513705,Dacia,M1,M1,1087.0,109.0,2634.0,1497.0,1497.0,Petrol,M,898.0,66.0
1170,FR,3452115,Renault,M1,M1,1467.0,134.0,2670.0,1596.0,1596.0,Petrol,M,1618.0,151.0
1171,FR,3452121,Renault,M1,M1,1467.0,134.0,2670.0,1596.0,1596.0,Petrol,M,1618.0,151.0
1172,FR,3452125,Renault,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,Diesel,M,1461.0,81.0
1173,FR,3452133,Renault,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,Diesel,M,1461.0,81.0
1174,FR,3452195,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1175,FR,3452203,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1176,FR,3452308,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1177,FR,3452314,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1178,FR,3452320,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1179,FR,3452328,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1180,FR,3452339,Renault,M1,M1,1387.0,95.0,2712.0,1596.0,1596.0,Diesel,M,1461.0,66.0
1181,FR,3452346,Renault,M1,M1,1387.0,95.0,2712.0,1596.0,1596.0,Diesel,M,1461.0,66.0
1182,FR,3452353,Renault,M1,M1,1387.0,95.0,2712.0,1596.0,1596.0,Diesel,M,1461.0,66.0
1183,FR,3452407,Renault,M1,M1,1328.0,123.0,2670.0,1596.0,1596.0,Petrol,M,1197.0,97.0
1184,FR,3452413,Renault,M1,M1,1488.0,105.0,2712.0,1596.0,1596.0,Diesel,M,1598.0,96.0
1185,FR,3452421,Renault,M1,M1,1443.0,105.0,2670.0,1596.0,1596.0,Diesel,M,1598.0,96.0
1186,FR,3452428,Renault,M1,M1,1386.0,95.0,2670.0,1596.0,1596.0,Diesel,M,1461.0,81.0
1187,FR,3452551,Renault,M1,M1,1395.0,98.0,2670.0,1596.0,1596.0,Diesel,M,1461.0,81.0
1188,FR,3452557,Renault,M1,M1,1467.0,134.0,2670.0,1596.0,1596.0,Petrol,M,1618.0,151.0
1189,FR,3452565,Renault,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,Diesel,M,1461.0,81.0
1190,FR,3452693,Renault,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,Diesel,M,1461.0,81.0
1191,FR,3452699,Renault,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,Diesel,M,1461.0,81.0
1192,FR,3452706,Renault,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,Diesel,M,1461.0,81.0
1193,FR,3452713,Renault,M1,M1,1280.0,119.0,2670.0,1596.0,1596.0,Petrol,M,1197.0,97.0
1194,FR,3452722,Renault,M1,M1,1387.0,95.0,2712.0,1596.0,1596.0,Diesel,M,1461.0,81.0
1195,FR,3452729,Renault,M1,M1,1488.0,105.0,2712.0,1596.0,1596.0,Diesel,M,1598.0,96.0
1196,FR,3452737,Renault,M1,M1,1591.0,124.0,2712.0,1596.0,1596.0,Diesel,M,1598.0,120.0
1197,FR,3452744,Renault,M1,M1,1467.0,134.0,2670.0,1596.0,1596.0,Petrol,M,1618.0,151.0
1198,FR,3452806,Renault,M1,M1,940.0,95.0,2492.0,1455.0,1455.0,Petrol,M,999.0,52.0
1199,FR,3452813,Renault,M1,M1,940.0,95.0,2492.0,1455.0,1455.0,Petrol,M,999.0,52.0
1200,FR,3452820,Renault,M1,M1,940.0,95.0,2492.0,1455.0,1455.0,Petrol,M,999.0,52.0
1201,FR,3452824,Renault,M1,M1,940.0,95.0,2492.0,1455.0,1455.0,Petrol,M,999.0,52.0
1202,FR,3448675,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1203,FR,3448683,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1204,FR,3448689,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1205,FR,3448695,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1206,FR,3448703,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1207,FR,3448711,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1208,FR,3448718,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1209,FR,3448835,Renault,M1,M1,1333.0,122.0,2670.0,1596.0,1596.0,Petrol,M,1197.0,97.0
1210,FR,3448839,Renault,M1,M1,1387.0,95.0,2712.0,1596.0,1596.0,Diesel,M,1461.0,81.0
1211,FR,3448846,Renault,M1,M1,1387.0,95.0,2712.0,1596.0,1596.0,Diesel,M,1461.0,81.0
1212,FR,3448852,Renault,M1,M1,1505.0,120.0,2670.0,1596.0,1596.0,Diesel,M,1598.0,120.0
1213,FR,3448950,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
1214,FR,3448955,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
1215,FR,3448960,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
1216,FR,3448964,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
1217,FR,3448998,Renault,M1,M1,1395.0,140.0,2697.0,1521.0,1521.0,Petrol,M,1197.0,84.0
1218,FR,3449004,Renault,M1,M1,1395.0,140.0,2697.0,1521.0,1521.0,Petrol,M,1197.0,84.0
1219,FR,3449009,Renault,M1,M1,1395.0,140.0,2697.0,1521.0,1521.0,Petrol,M,1197.0,84.0
1220,FR,3449014,Renault,M1,M1,1395.0,140.0,2697.0,1521.0,1521.0,Petrol,M,1197.0,84.0
1221,FR,3449046,Renault,M1,M1,1505.0,100.0,2734.0,1602.0,1602.0,Diesel,M,1461.0,81.0
1222,FR,3449052,Renault,M1,M1,1505.0,100.0,2734.0,1602.0,1602.0,Diesel,M,1461.0,81.0
1223,FR,3449058,Renault,M1,M1,1505.0,129.0,2734.0,1602.0,1602.0,Petrol,M,1197.0,97.0
1224,FR,3449065,Renault,M1,M1,1615.0,104.0,2804.0,1602.0,1602.0,Diesel,M,1461.0,81.0
1225,FR,3449071,Renault,M1,M1,1615.0,104.0,2804.0,1602.0,1602.0,Diesel,M,1461.0,81.0
1226,FR,3449076,Renault,M1,M1,1505.0,129.0,2734.0,1602.0,1602.0,Petrol,M,1197.0,97.0
1227,FR,3449128,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1228,FR,3449135,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1229,FR,3449142,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1230,FR,3449149,Renault,M1,M1,940.0,95.0,2492.0,1455.0,1455.0,Petrol,M,999.0,52.0
1231,FR,3449155,Renault,M1,M1,940.0,95.0,2492.0,1455.0,1455.0,Petrol,M,999.0,52.0
1232,FR,3449164,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
1233,FR,3449170,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
1234,FR,3449178,Renault,M1,M1,1395.0,140.0,2697.0,1521.0,1521.0,Petrol,M,1197.0,84.0
1235,FR,3449184,Renault,M1,M1,1395.0,140.0,2697.0,1521.0,1521.0,Petrol,M,1197.0,84.0
1236,FR,3449190,Renault,M1,M1,1576.0,104.0,2734.0,1602.0,1602.0,Diesel,M,1461.0,81.0
1237,FR,3450266,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1238,FR,3450267,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1239,FR,3450268,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1240,FR,3450269,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1241,FR,3450289,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1242,FR,3450294,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1243,FR,3450298,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1244,FR,3450301,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1245,FR,3450308,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
1246,FR,3450312,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
1247,FR,3450316,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
1248,FR,3450321,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
1249,FR,3450361,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1250,FR,3450366,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1251,FR,3450374,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1252,FR,3450378,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1253,FR,3450406,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1254,FR,3450411,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1255,FR,3450417,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1256,FR,3450461,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1257,FR,3450467,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1258,FR,3450472,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1259,FR,3450478,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1260,FR,3450541,Renault,M1,M1,1395.0,140.0,2697.0,1521.0,1521.0,Petrol,M,1197.0,84.0
1261,FR,3450547,Renault,M1,M1,1395.0,140.0,2697.0,1521.0,1521.0,Petrol,M,1197.0,84.0
1262,FR,3450551,Renault,M1,M1,1395.0,140.0,2697.0,1521.0,1521.0,Petrol,M,1197.0,84.0
1263,FR,3450592,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1264,FR,3450649,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1265,FR,3450656,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1266,FR,3450663,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1267,FR,3450779,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1268,FR,3450786,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1269,FR,3450795,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1270,FR,3450905,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1271,FR,3450911,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1272,FR,3450918,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1273,FR,3450925,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1274,FR,3450969,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1275,FR,3450975,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1276,FR,3450982,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1277,FR,3450987,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1278,FR,3451031,Renault,M1,M1,1505.0,100.0,2734.0,1602.0,1602.0,Diesel,M,1461.0,81.0
1279,FR,3451040,Renault,M1,M1,1615.0,116.0,2734.0,1602.0,1602.0,Diesel,M,1598.0,96.0
1280,FR,3451048,Renault,M1,M1,1505.0,136.0,2804.0,1602.0,1602.0,Petrol,M,1197.0,97.0
1281,FR,3451056,Renault,M1,M1,1560.0,136.0,2804.0,1602.0,1602.0,Petrol,M,1197.0,97.0
1282,FR,3451064,Renault,M1,M1,1505.0,100.0,2734.0,1602.0,1602.0,Diesel,M,1461.0,81.0
1283,FR,3451071,Renault,M1,M1,1615.0,104.0,2804.0,1602.0,1602.0,Diesel,M,1461.0,81.0
1284,FR,3451079,Renault,M1,M1,1615.0,104.0,2804.0,1602.0,1602.0,Diesel,M,1461.0,81.0
1285,FR,3451089,Renault,M1,M1,1505.0,129.0,2734.0,1602.0,1602.0,Petrol,M,1197.0,97.0
1286,FR,3451095,Renault,M1,M1,1560.0,136.0,2804.0,1602.0,1602.0,Petrol,M,1197.0,97.0
1287,FR,3451102,Renault,M1,M1,1735.0,122.0,2804.0,1602.0,1602.0,Diesel,M,1598.0,118.0
1288,FR,3451112,Renault,M1,M1,1607.0,104.0,2804.0,1602.0,1602.0,Diesel,M,1461.0,81.0
1289,FR,3451120,Renault,M1,M1,1505.0,100.0,2734.0,1602.0,1602.0,Diesel,M,1461.0,81.0
1290,FR,3451128,Renault,M1,M1,1615.0,104.0,2804.0,1602.0,1602.0,Diesel,M,1461.0,81.0
1291,FR,3451135,Renault,M1,M1,1505.0,100.0,2734.0,1602.0,1602.0,Diesel,M,1461.0,81.0
1292,FR,3451346,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1293,FR,3451525,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1294,FR,3451531,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1295,FR,3451539,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1296,FR,3451547,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1297,FR,3451556,Renault,M1,M1,1393.0,103.0,2670.0,1596.0,1596.0,Diesel,M,1598.0,96.0
1298,FR,3451563,Renault,M1,M1,1387.0,95.0,2712.0,1596.0,1596.0,Diesel,M,1461.0,81.0
1299,FR,3451570,Renault,M1,M1,1387.0,95.0,2712.0,1596.0,1596.0,Diesel,M,1461.0,81.0
1300,FR,3451576,Renault,M1,M1,1394.0,100.0,2712.0,1596.0,1596.0,Diesel,M,1461.0,81.0
1301,FR,3451644,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1302,FR,3451719,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1303,FR,3451726,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1304,FR,3451732,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1305,FR,3452871,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1306,FR,3452879,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1307,FR,3452885,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1308,FR,3452894,Renault,M1,M1,940.0,95.0,2492.0,1455.0,1455.0,Petrol,M,999.0,52.0
1309,FR,3452898,Renault,M1,M1,940.0,95.0,2492.0,1455.0,1455.0,Petrol,M,999.0,52.0
1310,FR,3452943,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
1311,FR,3452949,Renault,M1,M1,939.0,112.0,2492.0,1455.0,1455.0,Petrol,M,999.0,51.0
1312,FR,3452982,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1313,FR,3452990,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1314,FR,3452995,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1315,FR,3453083,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1316,FR,3453130,Renault,M1,M1,1395.0,140.0,2697.0,1521.0,1521.0,Petrol,M,1197.0,84.0
1317,FR,3453136,Renault,M1,M1,1395.0,140.0,2697.0,1521.0,1521.0,Petrol,M,1197.0,84.0
1318,FR,3453172,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1319,FR,3453177,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1320,FR,3453185,Renault,M1,M1,1157.0,114.0,2589.0,1509.0,1509.0,Petrol,M,898.0,66.0
1321,FR,3453194,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
1322,FR,3453200,Renault,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,Diesel,M,1461.0,66.0
