,ID,MS,Mp,Mh,Man,MMS,TAN,T,Va,Ve,Mk,Cn,Ct,Cr,m (kg),Enedc (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW)
448,1195234,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3A62A010000,RENAULT,MEGANE,M1,M1,1395.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
449,1195244,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3A62A010000,RENAULT,MEGANE,M1,M1,1395.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
450,1195251,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3A62B010000,RENAULT,MEGANE,M1,M1,1443.0,98.0,2712.0,1574.0,1577.0,DIESEL,M,1461.0,81.0
451,1195258,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3A62B010000,RENAULT,MEGANE,M1,M1,1443.0,98.0,2712.0,1574.0,1577.0,DIESEL,M,1461.0,81.0
452,1195263,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
453,1195270,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
454,1195278,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
455,1195284,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
456,1195290,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
457,1195298,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
458,1195309,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
459,1195315,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
460,1195324,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
461,1195334,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
462,1195342,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
463,1195350,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
464,1195360,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
465,1195370,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
466,1195377,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
467,1195385,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
468,1195395,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
469,1195404,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
470,1195413,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
471,1195422,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
472,1195428,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
473,1195436,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
474,1195446,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
475,1195451,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
476,1195461,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
477,1195472,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
478,1195481,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
479,1195490,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
480,1195499,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
481,1195509,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
482,1195515,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
483,1195520,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
484,1195528,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
485,1195538,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
486,1195545,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
487,1195555,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
488,1195559,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
489,1195568,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
490,1195575,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
491,1195584,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
492,1195591,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
493,1195598,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
494,1195605,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
495,1195614,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
496,1195624,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
497,1195633,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
498,1195645,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
499,1195653,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
500,1195661,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
501,1195669,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
502,1195677,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
503,1195686,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662B010000,RENAULT,MEGANE,M1,M1,1394.0,100.0,2712.0,1574.0,1577.0,DIESEL,M,1461.0,81.0
504,1195694,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662B010000,RENAULT,MEGANE,M1,M1,1394.0,100.0,2712.0,1574.0,1577.0,DIESEL,M,1461.0,81.0
505,1195702,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662B010000,RENAULT,MEGANE,M1,M1,1394.0,100.0,2712.0,1574.0,1577.0,DIESEL,M,1461.0,81.0
506,1195709,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662B010000,RENAULT,MEGANE,M1,M1,1394.0,100.0,2712.0,1574.0,1577.0,DIESEL,M,1461.0,81.0
507,1195716,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A3662B010000,RENAULT,MEGANE,M1,M1,1394.0,100.0,2712.0,1574.0,1577.0,DIESEL,M,1461.0,81.0
508,1195722,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A4662A010000,RENAULT,MEGANE,M1,M1,1469.0,103.0,2712.0,1580.0,1583.0,DIESEL,M,1598.0,96.0
509,1195731,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A4662A010000,RENAULT,MEGANE,M1,M1,1469.0,103.0,2712.0,1580.0,1583.0,DIESEL,M,1598.0,96.0
510,1195738,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A4662A010000,RENAULT,MEGANE,M1,M1,1469.0,103.0,2712.0,1580.0,1583.0,DIESEL,M,1598.0,96.0
511,1195746,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A4662A010000,RENAULT,MEGANE,M1,M1,1469.0,103.0,2712.0,1580.0,1583.0,DIESEL,M,1598.0,96.0
512,1195755,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A4662A010000,RENAULT,MEGANE,M1,M1,1469.0,103.0,2712.0,1580.0,1583.0,DIESEL,M,1598.0,96.0
513,1195763,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A4662A010000,RENAULT,MEGANE,M1,M1,1469.0,103.0,2712.0,1580.0,1583.0,DIESEL,M,1598.0,96.0
514,1195771,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A4662A010000,RENAULT,MEGANE,M1,M1,1469.0,103.0,2712.0,1580.0,1583.0,DIESEL,M,1598.0,96.0
515,1195781,BE,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2007/46*0546*03,RFB,KH2,A4662A010000,RENAULT,MEGANE,M1,M1,1469.0,103.0,2712.0,1580.0,1583.0,DIESEL,M,1598.0,96.0
983,4359656,FR,GENERAL MOTORS,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,e4*2007/46*0537*16,J-A,JMXXFXX,M44PFXGYPPB,OPEL,MOKKA,M1,M1,1394.0,140.0,2555.0,1541.0,1541.0,Petrol,M,1364.0,103.0
984,4359663,FR,GENERAL MOTORS,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,e4*2007/46*0537*16,J-A,JMXXFXX,M44PFXGYPPB,OPEL,MOKKA,M1,M1,1394.0,140.0,2555.0,1541.0,1541.0,Petrol,M,1364.0,103.0
985,4359669,FR,GENERAL MOTORS,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,e4*2007/46*0537*16,J-A,JMXXFXX,M44PFXGYPPB,OPEL,MOKKA,M1,M1,1394.0,140.0,2555.0,1541.0,1541.0,Petrol,M,1364.0,103.0
986,4359676,FR,GENERAL MOTORS,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,e4*2007/46*0537*16,J-A,JMXXFXX,M44PFXGYPPB,OPEL,MOKKA,M1,M1,1394.0,140.0,2555.0,1541.0,1541.0,Petrol,M,1364.0,103.0
987,4359684,FR,GENERAL MOTORS,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,e4*2007/46*0537*16,J-A,JMXXFXX,N44PDXHYUUB,OPEL,MOKKA,M1,M1,1409.0,149.0,2555.0,1541.0,1541.0,Petrol,M,1364.0,103.0
988,4359690,FR,GENERAL MOTORS,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,e4*2007/46*0537*16,J-A,JMXXFXX,M44PFXGYPPB,OPEL,MOKKA,M1,M1,1394.0,140.0,2555.0,1541.0,1541.0,Petrol,M,1364.0,103.0
989,4359698,FR,GENERAL MOTORS,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,e4*2007/46*0537*16,J-A,JMXXFXX,M44PFXGYPPB,OPEL,MOKKA,M1,M1,1394.0,140.0,2555.0,1541.0,1541.0,Petrol,M,1364.0,103.0
990,4359703,FR,GENERAL MOTORS,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,e4*2007/46*0537*16,J-A,JMXXAXX,A44PAX4YSSB,OPEL,MOKKA,M1,M1,1445.0,152.0,2555.0,1541.0,1541.0,Petrol,M,1364.0,103.0
991,4318244,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
992,4317400,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
993,4319114,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
994,4319188,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
995,4317741,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
996,4317571,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
997,4318626,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
998,4318658,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
999,4318044,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1000,4317676,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1001,4318019,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1002,4318620,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1003,4317733,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1004,4317641,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1005,4317757,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1006,4317778,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1007,4317872,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1008,4317797,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1009,4317803,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1010,4317866,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1011,4317816,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1012,4317935,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1013,4318988,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1014,4317510,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1015,4319026,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1016,4319019,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1017,4317528,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1018,4319010,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1019,4318162,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1020,4318111,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1021,4317700,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1022,4317487,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1023,4317578,FR,VW GROUP PC,SEAT,SEAT SA,SEAT SA,E9*2001/116*0067*37,6J,SCCJZC,FM5NFM52T1067MM66,SEAT,IBIZA,M1,M1,1089.0,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
