ID,Mk,Category Type Approved,Category Registered,Ft,Fm
4505976,BMW,M1G,M1G,Diesel,M
4505984,BMW,M1G,M1G,Diesel,M
4505992,BMW,M1G,M1G,Diesel,M
4506001,BMW,M1G,M1G,Diesel,M
4506009,BMW,M1G,M1G,Diesel,M
4506017,BMW,M1G,M1G,Diesel,M
4506026,BMW,M1G,M1G,Diesel,M
4506034,BMW,M1G,M1G,Diesel,M
4506042,BMW,M1G,M1G,Diesel,M
4506049,BMW,M1G,M1G,Diesel,M
4506056,BMW,M1G,M1G,Diesel,M
4506063,BMW,M1G,M1G,Diesel,M
4506070,BMW,M1G,M1G,Diesel,M
4506077,BMW,M1G,M1G,Diesel,M
4506084,BMW,M1G,M1G,Diesel,M
4506091,BMW,M1G,M1G,Diesel,M
4506099,BMW,M1G,M1G,Diesel,M
4506107,BMW,M1G,M1G,Diesel,M
4506115,BMW,M1G,M1G,Diesel,M
4506123,BMW,M1G,M1G,Diesel,M
4506131,BMW,M1G,M1G,Diesel,M
4506139,BMW,M1G,M1G,Diesel,M
4506147,BMW,M1G,M1G,Diesel,M
4506155,BMW,M1G,M1,Diesel,M
4506163,BMW,M1G,M1,Diesel,M
4506171,BMW,M1G,M1,Diesel,M
4506179,BMW,M1G,M1,Diesel,M
4506187,BMW,M1G,M1,Diesel,M
4506195,BMW,M1G,M1,Diesel,M
4506202,BMW,M1G,M1,Diesel,M
4506209,BMW,M1G,M1,Diesel,M
4506216,BMW,M1G,M1,Diesel,M
4506262,BMW,M1G,M1,Diesel,M
4506276,BMW,M1G,M1G,Diesel,M
4506282,BMW,M1G,M1G,Diesel,M
4506290,BMW,M1G,M1G,Diesel,M
4506300,BMW,M1G,M1G,Diesel,M
4506308,BMW,M1G,M1G,Diesel,M
4506314,BMW,M1G,M1G,Diesel,M
4506321,BMW,M1G,M1G,Diesel,M
4506329,BMW,M1G,M1G,Diesel,M
4506338,BMW,M1G,M1G,Diesel,M
4506344,BMW,M1G,M1G,Diesel,M
4506391,BMW,M1G,M1G,Diesel,M
4506396,BMW,M1G,M1G,Diesel,M
4506400,BMW,M1G,M1G,Diesel,M
4506410,BMW,M1G,M1G,Diesel,M
4506412,BMW,M1G,M1G,Diesel,M
4506415,BMW,M1G,M1G,Diesel,M
4506417,BMW,M1G,M1G,Diesel,M
4506420,BMW,M1G,M1G,Diesel,M
4506427,BMW,M1G,M1G,Diesel,M
4506432,BMW,M1G,M1G,Diesel,M
4041982,SKODA,M1,M1,Petrol,M
4041985,SKODA,M1,M1,Petrol,M
4041986,SKODA,M1,M1,Petrol,M
4041990,SKODA,M1,M1,Petrol,M
4041992,SKODA,M1,M1,Petrol,M
4041993,SKODA,M1,M1,Petrol,M
4041998,SKODA,M1,M1,Petrol,M
4041999,SKODA,M1,M1,Petrol,M
4042000,SKODA,M1,M1,Petrol,M
4042005,SKODA,M1,M1,Petrol,M
4042006,SKODA,M1,M1,Petrol,M
4042007,SKODA,M1,M1,Petrol,M
4042012,SKODA,M1,M1,Petrol,M
4042013,SKODA,M1,M1,Petrol,M
4042014,SKODA,M1,M1,Petrol,M
4042019,SKODA,M1,M1,Petrol,M
4042020,SKODA,M1,M1,Petrol,M
4042021,SKODA,M1,M1,Petrol,M
4042026,SKODA,M1,M1,Petrol,M
4042027,SKODA,M1,M1,Petrol,M
4042029,SKODA,M1,M1,Petrol,M
4042033,SKODA,M1,M1,Petrol,M
4042034,SKODA,M1,M1,Petrol,M
4042036,SKODA,M1,M1,Petrol,M
4042040,SKODA,M1,M1,Petrol,M
4042041,SKODA,M1,M1,Petrol,M
4042043,SKODA,M1,M1,Petrol,M
4042047,SKODA,M1,M1,Petrol,M
4042049,SKODA,M1,M1,Petrol,M
4042050,SKODA,M1,M1,Petrol,M
4042055,SKODA,M1,M1,Petrol,M
4042056,SKODA,M1,M1,Petrol,M
4042057,SKODA,M1,M1,Petrol,M
4042061,SKODA,M1,M1,Petrol,M
4042063,SKODA,M1,M1,Petrol,M
4042064,SKODA,M1,M1,Petrol,M
4042067,SKODA,M1,M1,Petrol,M
4042070,SKODA,M1,M1,Petrol,M
4042072,SKODA,M1,M1,Petrol,M
4042074,SKODA,M1,M1,Petrol,M
3344118,SKODA,M1,M1,Diesel,M
3344121,SKODA,M1,M1,Petrol,M
3344122,SKODA,M1,M1,Diesel,M
3344126,SKODA,M1,M1,Petrol,M
3344128,SKODA,M1,M1,Petrol,M
3344129,SKODA,M1,M1,Diesel,M
3344135,SKODA,M1,M1,Petrol,M
3344136,SKODA,M1,M1,Diesel,M
3344146,SKODA,M1,M1,Diesel,M
3344154,SKODA,M1,M1,Diesel,M
3344163,SKODA,M1,M1,Diesel,M
3344164,SKODA,M1,M1,Diesel,M
3344169,SKODA,M1,M1,Diesel,M
3344172,SKODA,M1,M1,Diesel,M
3344179,SKODA,M1,M1,Diesel,M
3344187,SKODA,M1,M1,Diesel,M
3344198,SKODA,M1,M1,Diesel,M
3344205,SKODA,M1,M1,Diesel,M
3344209,SKODA,M1,M1,Petrol,M
3344211,SKODA,M1,M1,Diesel,M
3344212,SKODA,M1,M1,Diesel,M
3344213,SKODA,M1,M1,Diesel,M
3344215,SKODA,M1,M1,Petrol,M
3344216,SKODA,M1,M1,Petrol,M
3344219,SKODA,M1,M1,Diesel,M
3344221,SKODA,M1,M1,Diesel,M
3344223,SKODA,M1,M1,Petrol,M
3344224,SKODA,M1,M1,Petrol,M
3344227,SKODA,M1,M1,Diesel,M
3344244,SKODA,M1,M1,Petrol,M
3344246,SKODA,M1,M1,Diesel,M
3344249,SKODA,M1,M1,Petrol,M
3344254,SKODA,M1,M1,Petrol,M
3344255,SKODA,M1,M1,Petrol,M
3344257,SKODA,M1,M1,Petrol,M
3344258,SKODA,M1,M1,Petrol,M
3344261,SKODA,M1,M1,Petrol,M
3344262,SKODA,M1,M1,Petrol,M
3344266,SKODA,M1,M1,Petrol,M
3344271,SKODA,M1,M1,Petrol,M
3344273,SKODA,M1,M1,Petrol,M
3344278,SKODA,M1,M1,Petrol,M
3344283,SKODA,M1,M1,Diesel,M
3344288,SKODA,M1,M1,Petrol,M
3344289,SKODA,M1,M1,Diesel,M
3344294,SKODA,M1,M1,Petrol,M
3344295,SKODA,M1,M1,Petrol,M
3344297,SKODA,M1,M1,Diesel,M
3344299,SKODA,M1,M1,Petrol,M
3344300,SKODA,M1,M1,Petrol,M
3344302,SKODA,M1,M1,Diesel,M
3344306,SKODA,M1,M1,Petrol,M
3344307,SKODA,M1,M1,Petrol,M
3344310,SKODA,M1,M1,Petrol,M
3344311,SKODA,M1,M1,Petrol,M
3344312,SKODA,M1,M1,Petrol,M
3344313,SKODA,M1,M1,Diesel,M
3344316,SKODA,M1,M1,Petrol,M
3344318,SKODA,M1,M1,Petrol,M
3344319,SKODA,M1,M1,Petrol,M
3344320,SKODA,M1,M1,Diesel,M
3344323,SKODA,M1,M1,Petrol,M
2464583,RENAULT,M1,M1,DIESEL,M
2464590,RENAULT,M1,M1,DIESEL,M
2464597,RENAULT,M1,M1,DIESEL,M
2464604,RENAULT,M1,M1,PETROL,M
2464610,RENAULT,M1,M1,DIESEL,M
2464621,RENAULT,M1,M1,PETROL,M
2464626,RENAULT,M1,M1,DIESEL,M
2464633,RENAULT,M1,M1,DIESEL,M
2464812,RENAULT,M1,M1,PETROL,M
2464819,RENAULT,M1,M1,PETROL,M
2464825,RENAULT,M1,M1,DIESEL,M
2464834,RENAULT,M1,M1,DIESEL,M
2464841,RENAULT,M1,M1,DIESEL,M
2464844,RENAULT,M1,M1,DIESEL,M
2464851,RENAULT,M1,M1,DIESEL,M
2464893,RENAULT,M1,M1,DIESEL,M
2464900,RENAULT,M1,M1,DIESEL,M
2464907,RENAULT,M1,M1,DIESEL,M
2464916,RENAULT,M1,M1,DIESEL,M
2464922,RENAULT,M1,M1,DIESEL,M
2464928,RENAULT,M1,M1,DIESEL,M
2464934,RENAULT,M1,M1,DIESEL,M
2464944,RENAULT,M1,M1,DIESEL,M
2464951,RENAULT,M1,M1,PETROL,M
2464956,RENAULT,M1,M1,PETROL,M
2464963,RENAULT,M1,M1,DIESEL,M
2464969,RENAULT,M1,M1,PETROL,M
2464977,RENAULT,M1,M1,PETROL,M
2464984,RENAULT,M1,M1,DIESEL,M
2464990,RENAULT,M1,M1,DIESEL,M
2464997,RENAULT,M1,M1,PETROL,M
2465003,RENAULT,M1,M1,DIESEL,M
2465028,RENAULT,M1,M1,DIESEL,M
2465035,RENAULT,M1,M1,DIESEL,M
2465042,RENAULT,M1,M1,DIESEL,M
2456671,RENAULT,M1,M1,DIESEL,M
2456676,RENAULT,M1,M1,DIESEL,M
2456680,RENAULT,M1,M1,DIESEL,M
2456697,RENAULT,M1,M1,DIESEL,M
2456704,RENAULT,M1,M1,DIESEL,M
2456805,RENAULT,M1,M1,PETROL,M
2456813,RENAULT,M1,M1,PETROL,M
2456820,RENAULT,M1,M1,DIESEL,M
2456854,RENAULT,M1,M1,DIESEL,M
2456859,RENAULT,M1,M1,DIESEL,M
2456867,RENAULT,M1,M1,DIESEL,M
2456874,RENAULT,M1,M1,DIESEL,M
2456882,RENAULT,M1,M1,DIESEL,M
2456888,RENAULT,M1,M1,DIESEL,M
2456895,RENAULT,M1,M1,DIESEL,M
2456948,RENAULT,M1,M1,DIESEL,M
2456978,RENAULT,M1,M1,DIESEL,M
2456985,RENAULT,M1,M1,DIESEL,M
2456992,RENAULT,M1,M1,DIESEL,M
2456999,RENAULT,M1,M1,DIESEL,M
2457006,RENAULT,M1,M1,DIESEL,M
2457013,RENAULT,M1,M1,DIESEL,M
2457019,RENAULT,M1,M1,DIESEL,M
2457026,RENAULT,M1,M1,PETROL,M
2457033,RENAULT,M1,M1,PETROL,M
2457040,RENAULT,M1,M1,PETROL,M
2457048,RENAULT,M1,M1,PETROL,M
2457055,RENAULT,M1,M1,PETROL,M
2457059,RENAULT,M1,M1,PETROL,M
2457066,RENAULT,M1,M1,PETROL,M
2457178,RENAULT,M1,M1,DIESEL,M
2457179,RENAULT,M1,M1,DIESEL,M
2457180,RENAULT,M1,M1,DIESEL,M
2457181,RENAULT,M1,M1,DIESEL,M
2457182,RENAULT,M1,M1,PETROL,M
2457183,RENAULT,M1,M1,PETROL,M
2457184,RENAULT,M1,M1,PETROL,M
2457185,RENAULT,M1,M1,DIESEL,M
2457186,RENAULT,M1,M1,DIESEL,M
2457187,RENAULT,M1,M1,DIESEL,M
2457188,RENAULT,M1,M1,DIESEL,M
2457189,RENAULT,M1,M1,DIESEL,M
2457190,RENAULT,M1,M1,PETROL,M
2457191,RENAULT,M1,M1,PETROL,M
2457242,RENAULT,M1,M1,PETROL,M
2457247,RENAULT,M1,M1,PETROL,M
2457255,RENAULT,M1,M1,DIESEL,M
2457259,RENAULT,M1,M1,DIESEL,M
2457269,RENAULT,M1,M1,DIESEL,M
2457275,RENAULT,M1,M1,DIESEL,M
2457282,RENAULT,M1,M1,DIESEL,M
2457360,RENAULT,M1,M1,PETROL,M
2457367,RENAULT,M1,M1,PETROL,M
2457373,RENAULT,M1,M1,DIESEL,M
2457383,RENAULT,M1,M1,DIESEL,M
2457389,RENAULT,M1,M1,DIESEL,M
2457394,RENAULT,M1,M1,DIESEL,M
2457401,RENAULT,M1,M1,DIESEL,M
2457443,RENAULT,M1,M1,DIESEL,M
2457449,RENAULT,M1,M1,DIESEL,M
2457455,RENAULT,M1,M1,DIESEL,M
2457462,RENAULT,M1,M1,DIESEL,M
2457494,RENAULT,M1,M1,DIESEL,M
2457500,RENAULT,M1,M1,DIESEL,M
2457507,RENAULT,M1,M1,DIESEL,M
2457512,RENAULT,M1,M1,DIESEL,M
2457562,RENAULT,M1,M1,DIESEL,M
2457570,RENAULT,M1,M1,DIESEL,M
2457605,RENAULT,M1,M1,DIESEL,M
2457611,RENAULT,M1,M1,DIESEL,M
2457618,RENAULT,M1,M1,DIESEL,M
2457626,RENAULT,M1,M1,DIESEL,M
2457632,RENAULT,M1,M1,DIESEL,M
2457638,RENAULT,M1,M1,PETROL,M
2457645,RENAULT,M1,M1,PETROL,M
2457695,RENAULT,M1,M1,DIESEL,M
2457703,RENAULT,M1,M1,DIESEL,M
2457712,RENAULT,M1,M1,DIESEL,M
2457717,RENAULT,M1,M1,DIESEL,M
2457725,RENAULT,M1,M1,DIESEL,M
2457734,RENAULT,M1,M1,PETROL,M
2457779,RENAULT,M1,M1,PETROL,M
2457784,RENAULT,M1,M1,PETROL,M
2457793,RENAULT,M1,M1,DIESEL,M
2457802,RENAULT,M1,M1,DIESEL,M
2457834,RENAULT,M1,M1,DIESEL,M
2457841,RENAULT,M1,M1,DIESEL,M
2457846,RENAULT,M1,M1,DIESEL,M
2457861,RENAULT,M1,M1,DIESEL,M
2457940,RENAULT,M1,M1,PETROL,M
2457946,RENAULT,M1,M1,PETROL,M
2458031,RENAULT,M1,M1,DIESEL,M
2458070,RENAULT,M1,M1,DIESEL,M
2458077,RENAULT,M1,M1,DIESEL,M
2458115,RENAULT,M1,M1,DIESEL,M
2458121,RENAULT,M1,M1,DIESEL,M
2458127,RENAULT,M1,M1,DIESEL,M
2458134,RENAULT,M1,M1,DIESEL,M
2458176,RENAULT,M1,M1,DIESEL,M
4492477,BMW,M1,M1,Diesel,M
4492484,BMW,M1,M1,Diesel,M
4492492,BMW,M1,M1,Diesel,M
4492500,BMW,M1,M1,Diesel,M
4492508,BMW,M1,M1,Diesel,M
4492516,BMW,M1,M1,Diesel,M
4492523,BMW,M1,M1,Diesel,M
4492530,BMW,M1,M1,Diesel,M
4492538,BMW,M1,M1,Diesel,M
4492547,BMW,M1,M1,Diesel,M
4492555,BMW,M1,M1,Diesel,M
4492562,BMW,M1,M1,Diesel,M
4492570,BMW,M1,M1,Diesel,M
4492577,BMW,M1,M1,Diesel,M
4492585,BMW,M1,M1,Diesel,M
4492593,BMW,M1,M1,Diesel,M
4492601,BMW,M1,M1,Diesel,M
4492609,BMW,M1,M1,Diesel,M
4492617,BMW,M1,M1,Diesel,M
4492625,BMW,M1,M1,Diesel,M
4492633,BMW,M1,M1,Diesel,M
4492641,BMW,M1,M1,Diesel,M
4492649,BMW,M1,M1,Diesel,M
4492656,BMW,M1,M1,Diesel,M
4492665,BMW,M1,M1,Diesel,M
4492673,BMW,M1,M1,Diesel,M
4492681,BMW,M1,M1,Diesel,M
4492689,BMW,M1,M1,Diesel,M
4492696,BMW,M1,M1,Diesel,M
4492706,BMW,M1,M1,Diesel,M
4492714,BMW,M1,M1,Diesel,M
4492722,BMW,M1,M1,Diesel,M
4492730,BMW,M1,M1,Diesel,M
4492736,BMW,M1,M1,Diesel,M
4492746,BMW,M1,M1,Diesel,M
4492754,BMW,M1,M1,Diesel,M
4492762,BMW,M1,M1,Diesel,M
4492769,BMW,M1,M1,Diesel,M
4492775,BMW,M1,M1,Diesel,M
4492784,BMW,M1,M1,Diesel,M
4492792,BMW,M1,M1,Diesel,M
4492800,BMW,M1,M1,Diesel,M
4492808,BMW,M1,M1,Diesel,M
4492815,BMW,M1,M1,Diesel,M
4492824,BMW,M1,M1,Diesel,M
4492832,BMW,M1,M1,Diesel,M
4492840,BMW,M1,M1,Diesel,M
4492848,BMW,M1,M1,Diesel,M
4492855,BMW,M1,M1,Diesel,M
4492863,BMW,M1,M1,Diesel,M
4492870,BMW,M1,M1,Diesel,M
4492877,BMW,M1,M1,Diesel,M
4492884,BMW,M1,M1,Diesel,M
4492889,BMW,M1,M1,Diesel,M
4492895,BMW,M1,M1,Diesel,M
4492900,BMW,M1,M1,Diesel,M
4492906,BMW,M1,M1,Diesel,M
4492912,BMW,M1,M1,Diesel,M
4492918,BMW,M1,M1,Diesel,M
4492924,BMW,M1,M1,Diesel,M
4492931,BMW,M1,M1,Diesel,M
4492938,BMW,M1,M1,Diesel,M
4492945,BMW,M1,M1,Diesel,M
4492952,BMW,M1,M1,Diesel,M
4492961,BMW,M1,M1,Diesel,M
4492968,BMW,M1,M1,Diesel,M
4492976,BMW,M1,M1,Diesel,M
4492983,BMW,M1,M1,Diesel,M
4492992,BMW,M1,M1,Diesel,M
4493000,BMW,M1,M1,Diesel,M
4493008,BMW,M1,M1,Diesel,M
4493016,BMW,M1,M1,Diesel,M
4493024,BMW,M1,M1,Diesel,M
4493032,BMW,M1,M1,Diesel,M
4493041,BMW,M1,M1,Diesel,M
4493049,BMW,M1,M1,Diesel,M
4493056,BMW,M1,M1,Diesel,M
4493063,BMW,M1,M1,Diesel,M
4493070,BMW,M1,M1,Diesel,M
4493077,BMW,M1,M1,Diesel,M
4493084,BMW,M1,M1,Diesel,M
4493091,BMW,M1,M1,Diesel,M
4493098,BMW,M1,M1,Diesel,M
4493106,BMW,M1,M1,Diesel,M
4493113,BMW,M1,M1,Diesel,M
4493121,BMW,M1,M1,Diesel,M
4493127,BMW,M1,M1,Diesel,M
4493134,BMW,M1,M1,Diesel,M
4493141,BMW,M1,M1,Diesel,M
4493148,BMW,M1,M1,Diesel,M
4493156,BMW,M1,M1,Diesel,M
4493162,BMW,M1,M1,Diesel,M
4493169,BMW,M1,M1,Diesel,M
4493175,BMW,M1,M1,Diesel,M
1782181,HYUNDAI,M1,M1,Diesel,M
1782184,HYUNDAI,M1,M1,Diesel,M
1782189,HYUNDAI,M1,M1,Diesel,M
1782191,HYUNDAI,M1,M1,Diesel,M
1782195,HYUNDAI,M1,M1,Diesel,M
1782200,HYUNDAI,M1,M1,Diesel,M
1782205,HYUNDAI,M1,M1,Diesel,M
1782211,HYUNDAI,M1,M1,Diesel,M
1782219,HYUNDAI,M1,M1,Diesel,M
1782224,HYUNDAI,M1,M1,Diesel,M
1782227,HYUNDAI,M1,M1,Diesel,M
1782235,HYUNDAI,M1,M1,Diesel,M
1782239,HYUNDAI,M1,M1,Diesel,M
1782248,HYUNDAI,M1,M1,Diesel,M
1782255,HYUNDAI,M1,M1,Diesel,M
1782261,HYUNDAI,M1,M1,Diesel,M
1782270,HYUNDAI,M1,M1,Diesel,M
1782277,HYUNDAI,M1,M1,Diesel,M
1782283,HYUNDAI,M1,M1,Diesel,M
1782290,HYUNDAI,M1,M1,Diesel,M
1782297,HYUNDAI,M1,M1,Diesel,M
1782301,HYUNDAI,M1,M1,Diesel,M
1782310,HYUNDAI,M1,M1,Diesel,M
1782317,HYUNDAI,M1,M1,Diesel,M
1782323,HYUNDAI,M1,M1,Diesel,M
1782332,HYUNDAI,M1,M1,Diesel,M
1782340,HYUNDAI,M1,M1,Diesel,M
1782348,HYUNDAI,M1,M1,Diesel,M
1782353,HYUNDAI,M1,M1,Diesel,M
1782360,HYUNDAI,M1,M1,Diesel,M
1782365,HYUNDAI,M1,M1,Diesel,M
1782372,HYUNDAI,M1,M1,Diesel,M
1782379,HYUNDAI,M1,M1,Diesel,M
1782388,HYUNDAI,M1,M1,Diesel,M
1385401,BMW,M1,M1,DIESEL,M
1385418,BMW,M1,M1,DIESEL,M
1385427,BMW,M1,M1,PETROL,M
1385436,BMW,M1,M1,DIESEL,M
1385443,BMW,M1,M1,DIESEL,M
1385450,BMW,M1,M1,DIESEL,M
1385458,BMW,M1,M1,DIESEL,M
1385466,BMW,M1,M1,DIESEL,M
1385472,BMW,M1,M1,DIESEL,M
1385478,BMW,M1,M1,PETROL,M
1385485,BMW,M1,M1,PETROL,M
1385500,BMW,M1,M1,PETROL,M
1385507,BMW,M1,M1,PETROL,M
1385514,BMW,M1,M1,PETROL,M
1385520,BMW,M1,M1,PETROL,M
1385528,BMW,M1,M1,PETROL,M
1385536,BMW,M1,M1,DIESEL,M
1385544,BMW,M1,M1,DIESEL,M
1385553,BMW,M1,M1,DIESEL,M
1385560,BMW,M1,M1,DIESEL,M
1385568,BMW,M1,M1,PETROL,M
1385585,BMW,M1,M1,PETROL,M
1385595,BMW,M1,M1,PETROL,M
1385603,BMW,M1,M1,PETROL,M
1385609,BMW,M1,M1,PETROL,M
1385617,BMW,M1,M1,PETROL,M
1385625,BMW,M1,M1,PETROL,M
1385634,BMW,M1,M1,DIESEL,M
1385641,BMW,M1,M1,DIESEL,M
1385648,BMW,M1,M1,DIESEL,M
1385657,BMW,M1,M1,DIESEL,M
1385673,BMW,M1,M1,PETROL,M
1385681,BMW,M1,M1,PETROL,M
1385691,BMW,M1,M1,PETROL,M
1385698,BMW,M1,M1,PETROL,M
1385705,BMW,M1,M1,PETROL,M
1385713,BMW,M1,M1,PETROL,M
1385721,BMW,M1,M1,PETROL,M
1385729,BMW,M1,M1,PETROL,M
1385739,BMW,M1,M1,PETROL,M
1385747,BMW,M1,M1,DIESEL,M
1385765,BMW,M1,M1,DIESEL,M
1385773,BMW,M1,M1,DIESEL,M
1385781,BMW,M1,M1,DIESEL,M
1385788,BMW,M1,M1,DIESEL,M
1385796,BMW,M1,M1,DIESEL,M
1385804,BMW,M1,M1,DIESEL,M
1385810,BMW,M1,M1,PETROL,M
1385819,BMW,M1,M1,PETROL,M
1385827,BMW,M1,M1,PETROL,M
1385835,BMW,M1,M1,PETROL,M
1385850,BMW,M1,M1,PETROL,M
1385859,BMW,M1,M1,PETROL,M
1385869,BMW,M1,M1,DIESEL,M
1385874,BMW,M1,M1,DIESEL,M
1385881,BMW,M1,M1,DIESEL,M
1385891,BMW,M1,M1,DIESEL,M
1385897,BMW,M1,M1,PETROL,M
1385905,BMW,M1,M1,PETROL,M
1385913,BMW,M1,M1,PETROL,M
1385921,BMW,M1,M1,PETROL,M
1385951,BMW,M1,M1,PETROL,M
1385955,BMW,M1,M1,PETROL,M
1385962,BMW,M1,M1,PETROL,M
1385973,BMW,M1,M1,PETROL,M
1386102,BMW,M1,M1,PETROL,M
1386115,BMW,M1,M1,PETROL,M
1386130,BMW,M1,M1,PETROL,M
1386139,BMW,M1,M1,PETROL,M
1386149,BMW,M1,M1,DIESEL,M
1386155,BMW,M1,M1,DIESEL,M
1386171,BMW,M1,M1,DIESEL,M
1386179,BMW,M1,M1,DIESEL,M
1386187,BMW,M1,M1,PETROL,M
1386195,BMW,M1,M1,PETROL,M
1386203,BMW,M1,M1,PETROL,M
1386214,BMW,M1,M1,PETROL,M
1386220,BMW,M1,M1,PETROL,M
1386228,BMW,M1,M1,PETROL,M
1386238,BMW,M1,M1,PETROL,M
1386249,BMW,M1,M1,PETROL,M
1392494,MINI,M1,M1,DIESEL,M
1392502,MINI,M1,M1,DIESEL,M
1392507,MINI,M1,M1,PETROL,M
1392517,MINI,M1,M1,PETROL,M
1392524,MINI,M1,M1,PETROL,M
1392530,MINI,M1,M1,PETROL,M
1392538,MINI,M1,M1,PETROL,M
1392547,MINI,M1,M1,PETROL,M
1392555,MINI,M1,M1,PETROL,M
1392566,MINI,M1,M1,PETROL,M
1392585,MINI,M1,M1,PETROL,M
1392589,MINI,M1,M1,PETROL,M
1392598,MINI,M1,M1,PETROL,M
1392606,MINI,M1,M1,PETROL,M
1392611,MINI,M1,M1,PETROL,M
1392618,MINI,M1,M1,PETROL,M
1392626,MINI,M1,M1,PETROL,M
1392635,MINI,M1,M1,PETROL,M
1392641,MINI,M1,M1,PETROL,M
1392649,MINI,M1,M1G,PETROL,M
1392665,MINI,M1,M1,PETROL,M
2844974,KIA,M1,M1,Petrol,M
2844979,KIA,M1,M1,Petrol,M
2844981,KIA,M1,M1,Petrol,M
2844996,KIA,M1,M1,Petrol,M
2845000,KIA,M1,M1,Petrol,M
2845011,KIA,M1,M1,Petrol,M
2845015,KIA,M1,M1,Petrol,M
2845019,KIA,M1,M1,Petrol,M
2845024,KIA,M1,M1,Petrol,M
2845093,KIA,M1,M1,Petrol,M
2845097,KIA,M1,M1,Petrol,M
2845103,KIA,M1,M1,Petrol,M
2845107,KIA,M1,M1,Petrol,M
2845185,KIA,M1,M1,Petrol,M
2845189,KIA,M1,M1,Petrol,M
2845196,KIA,M1,M1,Petrol,M
2845206,KIA,M1,M1,Petrol,M
2845211,KIA,M1,M1,Petrol,M
2845213,KIA,M1,M1,Petrol,M
2845227,KIA,M1,M1,Petrol,M
2845229,KIA,M1,M1,Petrol,M
2845237,KIA,M1,M1,Petrol,M
2845239,KIA,M1,M1,Petrol,M
2845242,KIA,M1,M1,Petrol,M
2840042,KIA,M1,M1,Petrol,M
2840049,KIA,M1,M1,Petrol,M
2840055,KIA,M1,M1,Petrol,M
2840061,KIA,M1,M1,Petrol,M
2840067,KIA,M1,M1,Petrol,M
2840074,KIA,M1,M1,Petrol,M
2840367,KIA,M1,M1,Petrol,M
2840381,KIA,M1,M1,Petrol,M
2840393,KIA,M1,M1,Petrol,M
3030583,RENAULT,M1,M1,DIESEL,M
3030589,RENAULT,M1,M1,DIESEL,M
3030708,RENAULT,M1,M1,DIESEL,M
3030713,RENAULT,M1,M1,DIESEL,M
3030723,RENAULT,M1,M1,DIESEL,M
3030843,RENAULT,M1,M1,DIESEL,M
3030853,RENAULT,M1,M1,DIESEL,M
3030860,RENAULT,M1,M1,DIESEL,M
3030889,RENAULT,M1,M1,PETROL,M
3030936,RENAULT,M1,M1,DIESEL,M
3030944,RENAULT,M1,M1,DIESEL,M
3030978,RENAULT,M1,M1,DIESEL,M
3030986,RENAULT,M1,M1,DIESEL,M
3030993,RENAULT,M1,M1,DIESEL,M
3031000,RENAULT,M1,M1,DIESEL,M
3031102,RENAULT,M1,M1,DIESEL,M
3031115,RENAULT,M1,M1,DIESEL,M
3031125,RENAULT,M1,M1,PETROL,M
3031134,RENAULT,M1,M1,DIESEL,M
3031145,RENAULT,M1,M1,PETROL,M
3031150,RENAULT,M1,M1,DIESEL,M
3031158,RENAULT,M1,M1,PETROL,M
3037275,RENAULT,M1,M1,DIESEL,M
3037304,RENAULT,M1,M1,DIESEL,M
3037310,RENAULT,M1,M1,DIESEL,M
3037316,RENAULT,M1,M1,DIESEL,M
3037358,RENAULT,M1,M1,DIESEL,M
3037364,RENAULT,M1,M1,DIESEL,M
3037371,RENAULT,M1,M1,DIESEL,M
3037379,RENAULT,M1,M1,DIESEL,M
3037385,RENAULT,M1,M1,DIESEL,M
3030951,RENAULT,M1,M1,DIESEL,M
3030959,RENAULT,M1,M1,DIESEL,M
3031106,RENAULT,M1,M1,PETROL,M
3031112,RENAULT,M1,M1,PETROL,M
3031142,RENAULT,M1,M1,DIESEL,M
3031149,RENAULT,M1,M1,DIESEL,M
3031156,RENAULT,M1,M1,DIESEL,M
3031162,RENAULT,M1,M1,DIESEL,M
3031169,RENAULT,M1,M1,DIESEL,M
3031174,RENAULT,M1,M1,DIESEL,M
3031316,RENAULT,M1,M1,DIESEL,M
3031438,RENAULT,M1,M1,DIESEL,M
3031445,RENAULT,M1,M1,DIESEL,M
3031484,RENAULT,M1,M1,DIESEL,M
3031491,RENAULT,M1,M1,DIESEL,M
3031497,RENAULT,M1,M1,DIESEL,M
3031503,RENAULT,M1,M1,DIESEL,M
3031561,RENAULT,M1,M1,DIESEL,M
3031566,RENAULT,M1,M1,DIESEL,M
3031575,RENAULT,M1,M1,PETROL,M
3031582,RENAULT,M1,M1,PETROL,M
3031687,RENAULT,M1,M1,DIESEL,M
3031694,RENAULT,M1,M1,DIESEL,M
3031700,RENAULT,M1,M1,DIESEL,M
3031708,RENAULT,M1,M1,DIESEL,M
3031716,RENAULT,M1,M1,DIESEL,M
3031724,RENAULT,M1,M1,DIESEL,M
3031731,RENAULT,M1,M1,DIESEL,M
3031892,RENAULT,M1,M1,PETROL,M
3031897,RENAULT,M1,M1,PETROL,M
3031904,RENAULT,M1,M1,PETROL,M
3031980,RENAULT,M1,M1,DIESEL,M
3031985,RENAULT,M1,M1,DIESEL,M
3032021,RENAULT,M1,M1,DIESEL,M
3032087,RENAULT,M1,M1,PETROL,M
3032123,RENAULT,M1,M1,DIESEL,M
3032130,RENAULT,M1,M1,DIESEL,M
