ID,Mk,Category Type Approved,Category Registered,Ft,Fm
592194,Skoda,M1,M1,Petrol,M
592201,Skoda,M1,M1,Petrol,M
592209,Skoda,M1,M1,Petrol,M
592216,Skoda,M1,M1,Petrol,M
592223,Skoda,M1,M1,Petrol,M
592229,Skoda,M1,M1,Petrol,M
592237,Skoda,M1,M1,Petrol,M
592242,Skoda,M1,M1,Petrol,M
592250,Skoda,M1,M1,Petrol,M
592258,Skoda,M1,M1,Petrol,M
592267,Skoda,M1,M1,Petrol,M
592274,Skoda,M1,M1,Petrol,M
592281,Skoda,M1,M1,Petrol,M
592289,Skoda,M1,M1,Petrol,M
592298,Skoda,M1,M1,Petrol,M
592305,Skoda,M1,M1,Petrol,M
592312,Skoda,M1,M1,Petrol,M
592320,Skoda,M1,M1,Petrol,M
592328,Skoda,M1,M1,Petrol,M
592337,Skoda,M1,M1,Petrol,M
592345,Skoda,M1,M1,Petrol,M
3923930,DACIA,M1,M1,LPG,B
3923937,DACIA,M1,M1,LPG,B
3923944,DACIA,M1,M1,LPG,B
3923951,DACIA,M1,M1,LPG,B
3923960,DACIA,M1,M1,PETROL,M
3923966,DACIA,M1,M1,PETROL,M
3923972,DACIA,M1,M1,PETROL,M
3923979,DACIA,M1,M1,PETROL,M
3923986,DACIA,M1,M1,PETROL,M
3923994,DACIA,M1,M1,PETROL,M
3924000,DACIA,M1,M1,PETROL,M
3924006,DACIA,M1,M1,PETROL,M
3924012,DACIA,M1,M1,PETROL,M
3924018,DACIA,M1,M1,PETROL,M
3924024,DACIA,M1,M1,PETROL,M
3924028,DACIA,M1,M1,PETROL,M
3924033,DACIA,M1,M1,PETROL,M
3924038,DACIA,M1,M1,PETROL,M
3924043,DACIA,M1,M1,PETROL,M
3924049,DACIA,M1,M1,PETROL,M
3924054,DACIA,M1,M1,PETROL,M
3924060,DACIA,M1,M1,PETROL,M
3924066,DACIA,M1,M1,PETROL,M
3924073,DACIA,M1,M1,PETROL,M
3924081,DACIA,M1,M1,PETROL,M
3924087,DACIA,M1,M1,PETROL,M
3924094,DACIA,M1,M1,PETROL,M
3924102,DACIA,M1,M1,PETROL,M
3924110,DACIA,M1,M1,PETROL,M
3924116,DACIA,M1,M1,PETROL,M
3924124,DACIA,M1,M1,PETROL,M
3924130,DACIA,M1,M1,PETROL,M
3924137,DACIA,M1,M1,PETROL,M
3924144,DACIA,M1,M1,PETROL,M
3924151,DACIA,M1,M1,PETROL,M
3924158,DACIA,M1,M1,PETROL,M
3924165,DACIA,M1,M1,PETROL,M
3924172,DACIA,M1,M1,PETROL,M
3924178,DACIA,M1,M1,PETROL,M
3924184,DACIA,M1,M1,PETROL,M
3924190,DACIA,M1,M1,PETROL,M
3924196,DACIA,M1,M1,PETROL,M
3924202,DACIA,M1,M1,PETROL,M
3924208,DACIA,M1,M1,PETROL,M
3924220,DACIA,M1,M1,PETROL,M
3924226,DACIA,M1,M1,PETROL,M
3924232,DACIA,M1,M1,PETROL,M
3924238,DACIA,M1,M1,PETROL,M
3924244,DACIA,M1,M1,PETROL,M
3924252,DACIA,M1,M1,PETROL,M
3924259,DACIA,M1,M1,PETROL,M
3924266,DACIA,M1,M1,PETROL,M
3924273,DACIA,M1,M1,PETROL,M
3924280,DACIA,M1,M1,PETROL,M
3924287,DACIA,M1,M1,PETROL,M
3924298,DACIA,M1,M1,PETROL,M
3924437,DACIA,M1,M1,PETROL,M
3924470,DACIA,M1,M1,PETROL,M
3924481,DACIA,M1,M1,PETROL,M
3924496,DACIA,M1,M1,PETROL,M
3924506,DACIA,M1,M1,PETROL,M
3924514,DACIA,M1,M1,PETROL,M
3924520,DACIA,M1,M1,PETROL,M
3924525,DACIA,M1,M1,PETROL,M
3924534,DACIA,M1,M1,PETROL,M
3924540,DACIA,M1,M1,PETROL,M
3924548,DACIA,M1,M1,PETROL,M
3924554,DACIA,M1,M1,PETROL,M
3924560,DACIA,M1,M1,PETROL,M
3924566,DACIA,M1,M1,PETROL,M
3924574,DACIA,M1,M1,PETROL,M
3924581,DACIA,M1,M1,PETROL,M
3924588,DACIA,M1,M1,PETROL,M
3924595,DACIA,M1,M1,PETROL,M
3924604,DACIA,M1,M1,PETROL,M
3924612,DACIA,M1,M1,PETROL,M
3924620,DACIA,M1,M1,PETROL,M
3924629,DACIA,M1,M1,PETROL,M
3924635,DACIA,M1,M1,PETROL,M
3924644,DACIA,M1,M1,PETROL,M
3924652,DACIA,M1,M1,PETROL,M
3924660,DACIA,M1,M1,PETROL,M
3924667,DACIA,M1,M1,PETROL,M
3924675,DACIA,M1,M1,PETROL,M
3924683,DACIA,M1,M1,PETROL,M
3924691,DACIA,M1,M1,PETROL,M
3924699,DACIA,M1,M1,PETROL,M
3924707,DACIA,M1,M1,PETROL,M
3924715,DACIA,M1,M1,PETROL,M
3924723,DACIA,M1,M1,PETROL,M
3924731,DACIA,M1,M1,PETROL,M
3924738,DACIA,M1,M1,PETROL,M
3924746,DACIA,M1,M1,PETROL,M
3924753,DACIA,M1,M1,PETROL,M
3924761,DACIA,M1,M1,PETROL,M
3924769,DACIA,M1,M1,PETROL,M
3924776,DACIA,M1,M1,PETROL,M
3924784,DACIA,M1,M1,PETROL,M
3924792,DACIA,M1,M1,PETROL,M
3924800,DACIA,M1,M1,PETROL,M
3924808,DACIA,M1,M1,PETROL,M
3924816,DACIA,M1,M1,PETROL,M
3924824,DACIA,M1,M1,PETROL,M
3924832,DACIA,M1,M1,PETROL,M
3924840,DACIA,M1,M1,PETROL,M
3924849,DACIA,M1,M1,PETROL,M
3924856,DACIA,M1,M1,PETROL,M
3924863,DACIA,M1,M1,PETROL,M
3924872,DACIA,M1,M1,PETROL,M
3924881,DACIA,M1,M1,PETROL,M
3924889,DACIA,M1,M1,PETROL,M
3924896,DACIA,M1,M1,PETROL,M
3924905,DACIA,M1,M1,PETROL,M
3924913,DACIA,M1,M1,PETROL,M
3924921,DACIA,M1,M1,PETROL,M
3924929,DACIA,M1,M1,PETROL,M
3924937,DACIA,M1,M1,PETROL,M
3924945,DACIA,M1,M1,PETROL,M
3924953,DACIA,M1,M1,PETROL,M
3924961,DACIA,M1,M1,PETROL,M
3924969,DACIA,M1,M1,PETROL,M
3924977,DACIA,M1,M1,PETROL,M
3924985,DACIA,M1,M1,PETROL,M
3924993,DACIA,M1,M1,PETROL,M
3925001,DACIA,M1,M1,PETROL,M
3925009,DACIA,M1,M1,PETROL,M
3925017,DACIA,M1,M1,PETROL,M
3925025,DACIA,M1,M1,PETROL,M
3925033,DACIA,M1,M1,PETROL,M
3925042,DACIA,M1,M1,PETROL,M
3925052,DACIA,M1,M1,PETROL,M
3925061,DACIA,M1,M1,PETROL,M
3925069,DACIA,M1,M1,PETROL,M
3925075,DACIA,M1,M1,PETROL,M
3925085,DACIA,M1,M1,PETROL,M
3925092,DACIA,M1,M1,PETROL,M
3925100,DACIA,M1,M1,PETROL,M
3925107,DACIA,M1,M1,PETROL,M
3925114,DACIA,M1,M1,PETROL,M
3925124,DACIA,M1,M1,PETROL,M
3925132,DACIA,M1,M1,PETROL,M
3925140,DACIA,M1,M1,PETROL,M
3925147,DACIA,M1,M1,PETROL,M
3925155,DACIA,M1,M1,PETROL,M
3925164,DACIA,M1,M1,PETROL,M
3925172,DACIA,M1,M1,PETROL,M
3925180,DACIA,M1,M1,PETROL,M
3925187,DACIA,M1,M1,PETROL,M
3925195,DACIA,M1,M1,PETROL,M
3925203,DACIA,M1,M1,PETROL,M
3925211,DACIA,M1,M1,PETROL,M
3925219,DACIA,M1,M1,PETROL,M
3925226,DACIA,M1,M1,PETROL,M
3925233,DACIA,M1,M1,PETROL,M
3925244,DACIA,M1,M1,PETROL,M
3925251,DACIA,M1,M1,PETROL,M
3925259,DACIA,M1,M1,PETROL,M
3925266,DACIA,M1,M1,PETROL,M
3925275,DACIA,M1,M1,PETROL,M
3925284,DACIA,M1,M1,PETROL,M
3925292,DACIA,M1,M1,PETROL,M
3925293,DACIA,M1,M1,PETROL,M
3925294,DACIA,M1,M1,PETROL,M
3925295,DACIA,M1,M1,PETROL,M
3925296,DACIA,M1,M1,PETROL,M
3925297,DACIA,M1,M1,PETROL,M
3925298,DACIA,M1,M1,PETROL,M
3925299,DACIA,M1,M1,PETROL,M
3925301,DACIA,M1,M1,PETROL,M
3925302,DACIA,M1,M1,PETROL,M
3925303,DACIA,M1,M1,PETROL,M
3925304,DACIA,M1,M1,PETROL,M
3925305,DACIA,M1,M1,PETROL,M
3925306,DACIA,M1,M1,PETROL,M
3925308,DACIA,M1,M1,PETROL,M
3925309,DACIA,M1,M1,PETROL,M
3988365,SEAT,M1,M1,PETROL,M
3988340,SEAT,M1,M1,PETROL,M
3988333,SEAT,M1,M1,PETROL,M
3988374,SEAT,M1,M1,PETROL,M
3988316,SEAT,M1,M1,PETROL,M
3988419,SEAT,M1,M1,PETROL,M
3988312,SEAT,M1,M1,PETROL,M
3988299,SEAT,M1,M1,PETROL,M
3988294,SEAT,M1,M1,PETROL,M
3988285,SEAT,M1,M1,PETROL,M
3988221,SEAT,M1,M1,PETROL,M
3988213,SEAT,M1,M1,PETROL,M
3988205,SEAT,M1,M1,PETROL,M
3988197,SEAT,M1,M1,PETROL,M
3988321,SEAT,M1,M1,PETROL,M
3988450,SEAT,M1,M1,PETROL,M
3988188,SEAT,M1,M1,PETROL,M
3988456,SEAT,M1,M1,PETROL,M
3988463,SEAT,M1,M1,PETROL,M
3988471,SEAT,M1,M1,PETROL,M
3988479,SEAT,M1,M1,PETROL,M
3988486,SEAT,M1,M1,PETROL,M
3988494,SEAT,M1,M1,PETROL,M
3988403,SEAT,M1,M1,PETROL,M
3988510,SEAT,M1,M1,PETROL,M
3988381,SEAT,M1,M1,PETROL,M
3988440,SEAT,M1,M1,PETROL,M
3988432,SEAT,M1,M1,PETROL,M
3988427,SEAT,M1,M1,PETROL,M
3987946,SEAT,M1,M1,PETROL,M
3988411,SEAT,M1,M1,PETROL,M
3988396,SEAT,M1,M1,PETROL,M
3988389,SEAT,M1,M1,PETROL,M
3988502,SEAT,M1,M1,PETROL,M
3987985,SEAT,M1,M1,PETROL,M
3987959,SEAT,M1,M1,PETROL,M
3988040,SEAT,M1,M1,PETROL,M
3988034,SEAT,M1,M1,PETROL,M
3988027,SEAT,M1,M1,PETROL,M
3988020,SEAT,M1,M1,PETROL,M
3988014,SEAT,M1,M1,PETROL,M
3988005,SEAT,M1,M1,PETROL,M
3988055,SEAT,M1,M1,PETROL,M
3987992,SEAT,M1,M1,PETROL,M
3988062,SEAT,M1,M1,PETROL,M
3987979,SEAT,M1,M1,PETROL,M
3987972,SEAT,M1,M1,PETROL,M
3987966,SEAT,M1,M1,PETROL,M
3987952,SEAT,M1,M1,PETROL,M
3987940,SEAT,M1,M1,PETROL,M
3987934,SEAT,M1,M1,PETROL,M
3988526,SEAT,M1,M1,PETROL,M
3988534,SEAT,M1,M1,PETROL,M
3987999,SEAT,M1,M1,PETROL,M
3988123,SEAT,M1,M1,PETROL,M
3988173,SEAT,M1,M1,PETROL,M
3988167,SEAT,M1,M1,PETROL,M
3988161,SEAT,M1,M1,PETROL,M
3988157,SEAT,M1,M1,PETROL,M
3988152,SEAT,M1,M1,PETROL,M
3988146,SEAT,M1,M1,PETROL,M
3988142,SEAT,M1,M1,PETROL,M
3988048,SEAT,M1,M1,PETROL,M
3988130,SEAT,M1,M1,PETROL,M
3988180,SEAT,M1,M1,PETROL,M
3988116,SEAT,M1,M1,PETROL,M
3988109,SEAT,M1,M1,PETROL,M
3988102,SEAT,M1,M1,PETROL,M
3988095,SEAT,M1,M1,PETROL,M
3988088,SEAT,M1,M1,PETROL,M
3988083,SEAT,M1,M1,PETROL,M
3988074,SEAT,M1,M1,PETROL,M
3988068,SEAT,M1,M1,PETROL,M
3988136,SEAT,M1,M1,PETROL,M
3988874,SEAT,M1,M1,PETROL,M
3988756,SEAT,M1,M1,PETROL,M
3988764,SEAT,M1,M1,PETROL,M
3988773,SEAT,M1,M1,PETROL,M
3988781,SEAT,M1,M1,PETROL,M
3988787,SEAT,M1,M1,PETROL,M
3988795,SEAT,M1,M1,PETROL,M
3988804,SEAT,M1,M1,PETROL,M
1216610,RENAULT,M1,M1,DIESEL,M
1216617,RENAULT,M1,M1,DIESEL,M
1216624,RENAULT,M1,M1,DIESEL,M
1216631,RENAULT,M1,M1,DIESEL,M
1216636,RENAULT,M1,M1,DIESEL,M
1216643,RENAULT,M1,M1,DIESEL,M
1216652,RENAULT,M1,M1,DIESEL,M
1216660,RENAULT,M1,M1,DIESEL,M
1216667,RENAULT,M1,M1,DIESEL,M
1216674,RENAULT,M1,M1,DIESEL,M
1216682,RENAULT,M1,M1,DIESEL,M
1216691,RENAULT,M1,M1,DIESEL,M
1216699,RENAULT,M1,M1,DIESEL,M
1216706,RENAULT,M1,M1,DIESEL,M
1216714,RENAULT,M1,M1,DIESEL,M
1216722,RENAULT,M1,M1,DIESEL,M
1216729,RENAULT,M1,M1,DIESEL,M
1216737,RENAULT,M1,M1,DIESEL,M
1216745,RENAULT,M1,M1,DIESEL,M
1216752,RENAULT,M1,M1,DIESEL,M
1216759,RENAULT,M1,M1,DIESEL,M
1216768,RENAULT,M1,M1,DIESEL,M
1216777,RENAULT,M1,M1,DIESEL,M
1216788,RENAULT,M1,M1,DIESEL,M
1216796,RENAULT,M1,M1,DIESEL,M
1216803,RENAULT,M1,M1,DIESEL,M
465058,Kia,M1,M1,Diesel,M
465063,Kia,M1,M1,Petrol,M
465068,Kia,M1,M1,Petrol,M
465071,Kia,M1,M1,Diesel,M
465076,Kia,M1,M1,Diesel,M
465081,Kia,M1,M1,Diesel,M
465086,Kia,M1,M1,Diesel,M
465093,Kia,M1,M1,Diesel,M
465100,Kia,M1,M1,Diesel,M
465105,Kia,M1,M1,Diesel,M
465110,Kia,M1,M1,Petrol,M
465116,Kia,M1,M1,Petrol,M
465123,Kia,M1,M1,Petrol,M
465130,Kia,M1,M1,Petrol,M
465135,Kia,M1,M1,Diesel,M
465143,Kia,M1,M1,Diesel,M
465149,Kia,M1,M1,Diesel,M
465157,Kia,M1,M1,Diesel,M
465162,Kia,M1,M1,Diesel,M
465169,Kia,M1,M1,Diesel,M
465176,Kia,M1,M1,Diesel,M
465183,Kia,M1,M1,Petrol,M
465190,Kia,M1,M1,Petrol,M
465197,Kia,M1,M1,Petrol,M
465205,Kia,M1,M1,Petrol,M
465212,Kia,M1,M1,Petrol,M
465217,Kia,M1,M1,Diesel,M
465224,Kia,M1,M1,Diesel,M
465233,Kia,M1,M1,Petrol,M
465240,Kia,M1,M1,Petrol,M
465248,Kia,M1,M1,Petrol,M
465254,Kia,M1,M1,Petrol,M
465261,Kia,M1,M1,Petrol,M
465268,Kia,M1,M1,Diesel,M
465276,Kia,M1,M1,Diesel,M
3925311,DACIA,M1,M1,PETROL,M
3925312,DACIA,M1,M1,PETROL,M
3925314,DACIA,M1,M1,PETROL,M
3925316,DACIA,M1,M1,PETROL,M
3925319,DACIA,M1,M1,PETROL,M
3925321,DACIA,M1,M1,PETROL,M
3925323,DACIA,M1,M1,PETROL,M
3925324,DACIA,M1,M1,PETROL,M
3925327,DACIA,M1,M1,PETROL,M
3925330,DACIA,M1,M1,PETROL,M
3925332,DACIA,M1,M1,PETROL,M
3925334,DACIA,M1,M1,PETROL,M
3925336,DACIA,M1,M1,PETROL,M
3925340,DACIA,M1,M1,PETROL,M
3925343,DACIA,M1,M1,PETROL,M
3925346,DACIA,M1,M1,PETROL,M
3925347,DACIA,M1,M1,PETROL,M
3925350,DACIA,M1,M1,PETROL,M
3925354,DACIA,M1,M1,PETROL,M
3925358,DACIA,M1,M1,PETROL,M
3925361,DACIA,M1,M1,PETROL,M
3925363,DACIA,M1,M1,PETROL,M
3925365,DACIA,M1,M1,PETROL,M
3925370,DACIA,M1,M1,PETROL,M
3925373,DACIA,M1,M1,PETROL,M
3925376,DACIA,M1,M1,PETROL,M
3925377,DACIA,M1,M1,PETROL,M
3925381,DACIA,M1,M1,PETROL,M
3925386,DACIA,M1,M1,PETROL,M
3925391,DACIA,M1,M1,PETROL,M
3925395,DACIA,M1,M1,PETROL,M
3925399,DACIA,M1,M1,PETROL,M
3925405,DACIA,M1,M1,PETROL,M
3925410,DACIA,M1,M1,PETROL,M
3925417,DACIA,M1,M1,PETROL,M
3925423,DACIA,M1,M1,PETROL,M
3925429,DACIA,M1,M1,PETROL,M
3925435,DACIA,M1,M1,PETROL,M
3925444,DACIA,M1,M1,PETROL,M
3925451,DACIA,M1,M1,PETROL,M
3925458,DACIA,M1,M1,PETROL,M
592353,Skoda,M1,M1,Petrol,M
592362,Skoda,M1,M1,Petrol,M
592370,Skoda,M1,M1,Petrol,M
592376,Skoda,M1,M1,Petrol,M
592383,Skoda,M1,M1,Petrol,M
592392,Skoda,M1,M1,Petrol,M
592399,Skoda,M1,M1,Petrol,M
592407,Skoda,M1,M1,Petrol,M
592416,Skoda,M1,M1,Petrol,M
592425,Skoda,M1,M1,Petrol,M
592431,Skoda,M1,M1,Petrol,M
592438,Skoda,M1,M1,Petrol,M
592446,Skoda,M1,M1,Petrol,M
592455,Skoda,M1,M1,Petrol,M
592462,Skoda,M1,M1,Petrol,M
592470,Skoda,M1,M1,Petrol,M
592476,Skoda,M1,M1,Petrol,M
592484,Skoda,M1,M1,Petrol,M
592492,Skoda,M1,M1,Petrol,M
592498,Skoda,M1,M1,Petrol,M
592508,Skoda,M1,M1,Petrol,M
592517,Skoda,M1,M1,Petrol,M
592527,Skoda,M1,M1,Petrol,M
592534,Skoda,M1,M1,Petrol,M
592541,Skoda,M1,M1,Petrol,M
592549,Skoda,M1,M1,Petrol,M
592557,Skoda,M1,M1,Petrol,M
592565,Skoda,M1,M1,Petrol,M
592573,Skoda,M1,M1,Petrol,M
592582,Skoda,M1,M1,Petrol,M
592588,Skoda,M1,M1,Petrol,M
592598,Skoda,M1,M1,Petrol,M
592605,Skoda,M1,M1,Petrol,M
592614,Skoda,M1,M1,Petrol,M
592621,Skoda,M1,M1,Petrol,M
592629,Skoda,M1,M1,Petrol,M
592637,Skoda,M1,M1,Petrol,M
592643,Skoda,M1,M1,Petrol,M
592650,Skoda,M1,M1,Petrol,M
592660,Skoda,M1,M1,Petrol,M
592670,Skoda,M1,M1,Petrol,M
592677,Skoda,M1,M1,Petrol,M
592684,Skoda,M1,M1,Petrol,M
592692,Skoda,M1,M1,Petrol,M
592700,Skoda,M1,M1,Petrol,M
592709,Skoda,M1,M1,Petrol,M
592715,Skoda,M1,M1,Petrol,M
592723,Skoda,M1,M1,Petrol,M
592731,Skoda,M1,M1,Petrol,M
592741,Skoda,M1,M1,Petrol,M
592746,Skoda,M1,M1,Petrol,M
592754,Skoda,M1,M1,Petrol,M
592763,Skoda,M1,M1,Petrol,M
592771,Skoda,M1,M1,Petrol,M
592778,Skoda,M1,M1,Petrol,M
592784,Skoda,M1,M1,Petrol,M
592793,Skoda,M1,M1,Petrol,M
592800,Skoda,M1,M1,Petrol,M
592806,Skoda,M1,M1,Petrol,M
592814,Skoda,M1,M1,Petrol,M
592824,Skoda,M1,M1,Petrol,M
592832,Skoda,M1,M1,Petrol,M
592841,Skoda,M1,M1,Petrol,M
592847,Skoda,M1,M1,Petrol,M
592855,Skoda,M1,M1,Petrol,M
592864,Skoda,M1,M1,Petrol,M
592872,Skoda,M1,M1,Petrol,M
592878,Skoda,M1,M1,Petrol,M
592886,Skoda,M1,M1,Petrol,M
592896,Skoda,M1,M1,Petrol,M
592902,Skoda,M1,M1,Petrol,M
592911,Skoda,M1,M1,Petrol,M
592920,Skoda,M1,M1,Petrol,M
592930,Skoda,M1,M1,Petrol,M
592934,Skoda,M1,M1,Petrol,M
592942,Skoda,M1,M1,Petrol,M
592951,Skoda,M1,M1,Petrol,M
592956,Skoda,M1,M1,Petrol,M
592964,Skoda,M1,M1,Petrol,M
592973,Skoda,M1,M1,Petrol,M
592981,Skoda,M1,M1,Petrol,M
593023,Skoda,M1,M1,Petrol,M
593033,Skoda,M1,M1,Petrol,M
593041,Skoda,M1,M1,Petrol,M
593095,Skoda,M1,M1,Petrol,M
593102,Skoda,M1,M1,Petrol,M
593106,Skoda,M1,M1,Petrol,M
593113,Skoda,M1,M1,Petrol,M
593119,Skoda,M1,M1,Petrol,M
593127,Skoda,M1,M1,Petrol,M
593132,Skoda,M1,M1,Petrol,M
593140,Skoda,M1,M1,Petrol,M
593150,Skoda,M1,M1,Petrol,M
593157,Skoda,M1,M1,Petrol,M
593165,Skoda,M1,M1,Petrol,M
593173,Skoda,M1,M1,Petrol,M
593181,Skoda,M1,M1,Petrol,M
593189,Skoda,M1,M1,Petrol,M
593196,Skoda,M1,M1,Petrol,M
593204,Skoda,M1,M1,Petrol,M
593213,Skoda,M1,M1,Petrol,M
593220,Skoda,M1,M1,Petrol,M
593234,Skoda,M1,M1,Petrol,M
593290,Skoda,M1,M1,Petrol,M
593297,Skoda,M1,M1,Petrol,M
593305,Skoda,M1,M1,Petrol,M
593311,Skoda,M1,M1,Petrol,M
593316,Skoda,M1,M1,Petrol,M
593320,Skoda,M1,M1,Petrol,M
593327,Skoda,M1,M1,Petrol,M
593332,Skoda,M1,M1,Petrol,M
593341,Skoda,M1,M1,Petrol,M
593348,Skoda,M1,M1,Petrol,M
593356,Skoda,M1,M1,Petrol,M
593362,Skoda,M1,M1,Petrol,M
593367,Skoda,M1,M1,Petrol,M
593373,Skoda,M1,M1,Petrol,M
593378,Skoda,M1,M1,Petrol,M
593383,Skoda,M1,M1,Petrol,M
593390,Skoda,M1,M1,Petrol,M
593400,Skoda,M1,M1,Petrol,M
593410,Skoda,M1,M1,Petrol,M
593419,Skoda,M1,M1,Petrol,M
593424,Skoda,M1,M1,Petrol,M
593432,Skoda,M1,M1,Petrol,M
593441,Skoda,M1,M1,Petrol,M
593448,Skoda,M1,M1,Petrol,M
593456,Skoda,M1,M1,Petrol,M
593465,Skoda,M1,M1,Petrol,M
593473,Skoda,M1,M1,Petrol,M
593477,Skoda,M1,M1,Petrol,M
593485,Skoda,M1,M1,Petrol,M
593493,Skoda,M1,M1,Petrol,M
593501,Skoda,M1,M1,Petrol,M
593508,Skoda,M1,M1,Petrol,M
593517,Skoda,M1,M1,Petrol,M
593524,Skoda,M1,M1,Petrol,M
593530,Skoda,M1,M1,Petrol,M
593540,Skoda,M1,M1,Petrol,M
593547,Skoda,M1,M1,Petrol,M
593555,Skoda,M1,M1,Petrol,M
593563,Skoda,M1,M1,Petrol,M
593570,Skoda,M1,M1,Petrol,M
593578,Skoda,M1,M1,Petrol,M
593586,Skoda,M1,M1,Petrol,M
593594,Skoda,M1,M1,Petrol,M
593598,Skoda,M1,M1,Petrol,M
593604,Skoda,M1,M1,Petrol,M
593612,Skoda,M1,M1,Petrol,M
593617,Skoda,M1,M1,Petrol,M
593624,Skoda,M1,M1,Petrol,M
593634,Skoda,M1,M1,Petrol,M
593832,Skoda,M1,M1,Petrol,M
593841,Skoda,M1,M1,Petrol,M
593848,Skoda,M1,M1,Petrol,M
593854,Skoda,M1,M1,Petrol,M
593862,Skoda,M1,M1,Petrol,M
593870,Skoda,M1,M1,Petrol,M
593877,Skoda,M1,M1,Petrol,M
593886,Skoda,M1,M1,Petrol,M
593894,Skoda,M1,M1,Petrol,M
593903,Skoda,M1,M1,Petrol,M
593910,Skoda,M1,M1,Petrol,M
593918,Skoda,M1,M1,Petrol,M
593927,Skoda,M1,M1,Petrol,M
593935,Skoda,M1,M1,Petrol,M
593938,Skoda,M1,M1,Petrol,M
593947,Skoda,M1,M1,Petrol,M
593955,Skoda,M1,M1,Petrol,M
593963,Skoda,M1,M1,Petrol,M
593970,Skoda,M1,M1,Petrol,M
593977,Skoda,M1,M1,Petrol,M
593986,Skoda,M1,M1,Petrol,M
593994,Skoda,M1,M1,Petrol,M
594002,Skoda,M1,M1,Petrol,M
594005,Skoda,M1,M1,Petrol,M
594012,Skoda,M1,M1,Petrol,M
594021,Skoda,M1,M1,Petrol,M
594026,Skoda,M1,M1,Petrol,M
594033,Skoda,M1,M1,Petrol,M
594041,Skoda,M1,M1,Petrol,M
594150,Skoda,M1,M1,Petrol,M
594156,Skoda,M1,M1,Petrol,M
594162,Skoda,M1,M1,Petrol,M
2823124,KIA,M1,M1,Petrol,M
2823144,KIA,M1,M1,Petrol,M
2823151,KIA,M1,M1,Petrol,M
2823158,KIA,M1,M1,Petrol,M
1891671,BMW,M1,M1,DIESEL                   ,M
1891680,BMW,M1,M1,DIESEL                   ,M
1891698,BMW,M1,M1,DIESEL                   ,M
1891706,BMW,M1,M1,DIESEL                   ,M
1891716,BMW,M1,M1,DIESEL                   ,M
1891722,BMW,M1,M1,DIESEL                   ,M
1891732,BMW,M1,M1,DIESEL                   ,M
1891743,BMW,M1,M1,DIESEL                   ,M
1891749,BMW,M1,M1,DIESEL                   ,M
1891758,BMW,M1,M1,PETROL                   ,M
1891767,BMW,M1,M1,DIESEL                   ,M
1891774,BMW,M1,M1,DIESEL                   ,M
1891780,BMW,M1,M1,DIESEL                   ,M
1891790,BMW,M1,M1,DIESEL                   ,M
1891798,MINI,M1,M1,DIESEL                   ,M
1891805,MINI,M1,M1,PETROL                   ,M
1891812,BMW,M1,M1,DIESEL                   ,M
1891819,MINI,M1,M1,PETROL                   ,M
1891828,BMW,M1,M1,PETROL                   ,M
1891837,BMW,M1,M1,PETROL                   ,M
1891845,BMW,M1,M1,DIESEL                   ,M
1891854,BMW,M1,M1,DIESEL                   ,M
1891862,MINI,M1,M1,PETROL                   ,M
1891872,BMW,M1,M1,DIESEL                   ,M
1891879,BMW,M1,M1,DIESEL                   ,M
594169,Skoda,M1,M1,Petrol,M
594179,Skoda,M1,M1,Petrol,M
594184,Skoda,M1,M1,Petrol,M
594192,Skoda,M1,M1,Petrol,M
594199,Skoda,M1,M1,Petrol,M
594205,Skoda,M1,M1,Petrol,M
594212,Skoda,M1,M1,Petrol,M
594219,Skoda,M1,M1,Petrol,M
594225,Skoda,M1,M1,Petrol,M
594233,Skoda,M1,M1,Petrol,M
594240,Skoda,M1,M1,Petrol,M
594246,Skoda,M1,M1,Petrol,M
2951410,HYUNDAI,M1,M1,Petrol,M
2951417,HYUNDAI,M1,M1,Petrol,M
2951423,HYUNDAI,M1,M1,Petrol,M
2951521,HYUNDAI,M1,M1,Petrol,M
2951529,HYUNDAI,M1,M1,Petrol,M
2951536,HYUNDAI,M1,M1,Petrol,M
2951542,HYUNDAI,M1,M1,Petrol,M
2951546,HYUNDAI,M1,M1,Petrol,M
2951579,HYUNDAI,M1,M1,Petrol,M
2951589,HYUNDAI,M1,M1,Petrol,M
2951596,HYUNDAI,M1,M1,Petrol,M
2951604,HYUNDAI,M1,M1,Petrol,M
2951613,HYUNDAI,M1,M1,Petrol,M
2951739,HYUNDAI,M1,M1,Petrol,M
2951748,HYUNDAI,M1,M1,Petrol,M
2951756,HYUNDAI,M1,M1,Petrol,M
2951764,HYUNDAI,M1,M1,Petrol,M
2951772,HYUNDAI,M1,M1,Petrol,M
2951782,HYUNDAI,M1,M1,Petrol,M
2951789,HYUNDAI,M1,M1,Petrol,M
2951797,HYUNDAI,M1,M1,Petrol,M
2951870,HYUNDAI,M1,M1,Petrol,M
2951876,HYUNDAI,M1,M1,Petrol,M
2951903,HYUNDAI,M1,M1,Petrol,M
2951907,HYUNDAI,M1,M1,Petrol,M
2951911,HYUNDAI,M1,M1,Petrol,M
2951917,HYUNDAI,M1,M1,Petrol,M
2951924,HYUNDAI,M1,M1,Petrol,M
2951946,HYUNDAI,M1,M1,Petrol,M
2951953,HYUNDAI,M1,M1,Petrol,M
2951960,HYUNDAI,M1,M1,Petrol,M
2952126,HYUNDAI,M1,M1,Petrol,M
