,ID,Mass (kg),CO2 (g/km),W (mm),Steering Axle (mm),Other Axle (mm),Engine Capacity (cm3),Engine Power (KW)
1765,4308953,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1766,4309281,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1767,4309257,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1768,4308702,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1769,4309221,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1770,4309670,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1771,4309082,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1772,4309624,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1773,4309090,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1774,4308818,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1775,4309194,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1776,4308912,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1777,4309316,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1778,4308825,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1779,4308832,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1780,1384251,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1781,3988346,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1782,3988353,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1783,3988326,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1784,3988359,1102.0,119.0,2469.0,1465.0,1457.0,1197.0,81.0
1785,464663,1600.0,135.0,2750.0,1573.0,1586.0,1685.0,104.0
1786,464672,1591.0,126.0,2750.0,1573.0,1586.0,1685.0,104.0
1787,464677,1483.0,150.0,2750.0,1573.0,1586.0,1591.0,99.0
1788,464684,1544.0,182.0,2750.0,1573.0,1586.0,1999.0,121.0
1789,464691,1519.0,165.0,2750.0,1573.0,1586.0,1999.0,121.0
1790,464698,1275.0,153.0,2570.0,1576.0,1588.0,1591.0,97.0
1791,464703,1390.0,127.0,2570.0,1576.0,1588.0,1582.0,100.0
1792,464710,1320.0,159.0,2570.0,1576.0,1588.0,1591.0,97.0
1793,464717,1275.0,152.0,2570.0,1576.0,1588.0,1591.0,97.0
1794,464725,1275.0,148.0,2570.0,1576.0,1588.0,1591.0,97.0
1795,464732,1917.0,174.0,2780.0,1633.0,1644.0,2199.0,147.0
1796,464741,1953.0,174.0,2780.0,1633.0,1644.0,2199.0,147.0
1797,464749,1866.0,172.0,2780.0,1633.0,1644.0,2199.0,147.0
1798,464758,1917.0,174.0,2780.0,1633.0,1644.0,2199.0,147.0
1799,464766,1917.0,174.0,2780.0,1633.0,1644.0,2199.0,147.0
1800,464779,1901.0,172.0,2780.0,1633.0,1644.0,2199.0,147.0
1801,464787,1874.0,149.0,2780.0,1633.0,1644.0,2199.0,147.0
1802,464795,1953.0,174.0,2780.0,1633.0,1644.0,2199.0,147.0
1803,464801,1953.0,174.0,2780.0,1633.0,1644.0,2199.0,147.0
1804,464811,1932.0,149.0,2780.0,1633.0,1644.0,2199.0,147.0
1805,464820,1953.0,170.0,2780.0,1633.0,1644.0,2199.0,147.0
1806,464828,1550.0,174.0,2805.0,1614.0,1621.0,1999.0,120.0
1807,464834,1590.0,121.0,2805.0,1614.0,1607.0,1685.0,104.0
1808,464840,1605.0,116.0,2805.0,1614.0,1607.0,1685.0,104.0
1809,464848,1590.0,110.0,2805.0,1614.0,1607.0,1685.0,104.0
1810,464858,1545.0,173.0,2805.0,1614.0,1607.0,1999.0,120.0
1811,464867,1530.0,173.0,2805.0,1614.0,1607.0,1999.0,120.0
1812,464872,1620.0,125.0,2805.0,1614.0,1621.0,1685.0,104.0
1813,464880,1635.0,120.0,2805.0,1614.0,1621.0,1685.0,104.0
1814,464889,1620.0,113.0,2805.0,1614.0,1621.0,1685.0,104.0
1815,464897,1570.0,173.0,2805.0,1614.0,1621.0,1999.0,120.0
1816,464906,1550.0,174.0,2805.0,1614.0,1621.0,1999.0,120.0
1817,464915,1605.0,116.0,2805.0,1614.0,1607.0,1685.0,104.0
1818,464923,1545.0,173.0,2805.0,1614.0,1607.0,1999.0,120.0
1819,464931,1530.0,173.0,2805.0,1614.0,1607.0,1999.0,120.0
1820,464938,1655.0,191.0,2805.0,1597.0,1608.0,1998.0,180.0
1821,464946,1780.0,37.0,2805.0,1602.0,1609.0,1999.0,115.0
1822,464953,1620.0,125.0,2805.0,1614.0,1621.0,1685.0,104.0
1823,464961,1635.0,120.0,2805.0,1614.0,1621.0,1685.0,104.0
1824,464969,1570.0,173.0,2805.0,1614.0,1621.0,1999.0,120.0
1825,464981,1550.0,174.0,2805.0,1614.0,1621.0,1999.0,120.0
1826,464989,1815.0,33.0,2805.0,1602.0,1609.0,1999.0,115.0
1827,464997,1500.0,88.0,2700.0,1565.0,1579.0,1580.0,77.0
1828,465003,1500.0,88.0,2700.0,1565.0,1579.0,1580.0,77.0
1829,465013,1500.0,88.0,2700.0,1565.0,1579.0,1580.0,77.0
1830,465022,1521.0,101.0,2700.0,1565.0,1579.0,1580.0,77.0
1831,465029,1521.0,101.0,2700.0,1565.0,1579.0,1580.0,77.0
1832,465035,1500.0,88.0,2700.0,1565.0,1579.0,1580.0,77.0
1833,465037,1500.0,88.0,2700.0,1565.0,1579.0,1580.0,77.0
1834,465039,1521.0,101.0,2700.0,1565.0,1579.0,1580.0,77.0
1835,465043,1521.0,101.0,2700.0,1565.0,1579.0,1580.0,77.0
1836,465044,1594.0,29.0,2700.0,1565.0,1579.0,1580.0,77.0
1837,465054,1604.0,132.0,2670.0,1625.0,1636.0,1995.0,100.0
1838,465057,1500.0,124.0,2670.0,1625.0,1636.0,1685.0,85.0
1839,2467398,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,55.0
1840,2467488,1280.0,90.0,2589.0,1509.0,1509.0,1461.0,81.0
1841,2467493,1280.0,90.0,2589.0,1509.0,1509.0,1461.0,81.0
1842,2467499,1280.0,90.0,2589.0,1509.0,1509.0,1461.0,81.0
1843,2464017,1455.0,99.0,2647.0,1562.0,1562.0,1461.0,81.0
1844,2464023,1381.0,126.0,2647.0,1562.0,1562.0,1197.0,96.0
1845,2464028,1611.0,129.0,2647.0,1562.0,1562.0,1598.0,96.0
1846,2464036,1455.0,99.0,2647.0,1562.0,1562.0,1461.0,81.0
1847,2464042,1490.0,113.0,2647.0,1562.0,1562.0,1598.0,96.0
1848,2464047,1381.0,126.0,2647.0,1562.0,1562.0,1197.0,96.0
1849,2464053,1381.0,126.0,2647.0,1562.0,1562.0,1197.0,96.0
1850,2464060,1482.0,99.0,2647.0,1562.0,1562.0,1461.0,81.0
1851,2464067,1455.0,99.0,2647.0,1562.0,1562.0,1461.0,81.0
1852,2464073,1395.0,130.0,2647.0,1562.0,1562.0,1197.0,96.0
1853,2464127,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
1854,2464132,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
1855,2464139,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,55.0
1856,2464174,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
1857,2464196,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
1858,2464202,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
1859,2464208,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
1860,2464301,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
1861,2464307,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
1862,2464315,1280.0,90.0,2589.0,1509.0,1509.0,1461.0,81.0
1863,2464348,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
1864,2464355,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
1865,2464362,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
1866,2464367,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
1867,2464377,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,55.0
1868,2464383,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,55.0
1869,2464388,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,55.0
1870,2464396,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,55.0
1871,2464403,1469.0,103.0,2647.0,1562.0,1562.0,1461.0,81.0
1872,2464409,1455.0,99.0,2647.0,1562.0,1562.0,1461.0,81.0
1873,2464416,1455.0,99.0,2647.0,1562.0,1562.0,1461.0,81.0
1874,2464420,1504.0,117.0,2647.0,1562.0,1562.0,1598.0,96.0
1875,2464427,1455.0,99.0,2647.0,1562.0,1562.0,1461.0,81.0
1876,2464434,1465.0,139.0,2647.0,1562.0,1562.0,1618.0,120.0
1877,2464439,1504.0,117.0,2647.0,1562.0,1562.0,1598.0,96.0
1878,2464446,1504.0,117.0,2647.0,1562.0,1562.0,1598.0,96.0
1879,2464532,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
1880,2464539,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
1881,2464569,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
1882,2464576,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
1883,3457157,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1884,3457166,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1885,3457213,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,66.0
1886,3457222,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,66.0
1887,3457229,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,66.0
1888,3457239,940.0,95.0,2492.0,1455.0,1455.0,999.0,52.0
1889,3457245,940.0,95.0,2492.0,1455.0,1455.0,999.0,52.0
1890,3457253,940.0,95.0,2492.0,1455.0,1455.0,999.0,52.0
1891,3457260,1735.0,120.0,2884.0,1634.0,1634.0,1598.0,118.0
1892,3457268,1735.0,120.0,2884.0,1634.0,1634.0,1598.0,118.0
1893,3457272,1735.0,120.0,2884.0,1634.0,1634.0,1598.0,118.0
1894,3457348,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1895,3457355,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1896,3457364,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,66.0
1897,3457401,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1898,3457408,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1899,3457415,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1900,3457424,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,66.0
1901,3457429,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,66.0
1902,3457436,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,66.0
1903,3457443,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,66.0
1904,3457478,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1905,3457484,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1906,3457514,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1907,3457520,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1908,3457526,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1909,3457532,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1910,3457696,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1911,3457701,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1912,3457750,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1913,3457756,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1914,3457762,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1915,3447570,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1916,3447735,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1917,3447739,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1918,3447744,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1919,3448123,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1920,3448134,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,66.0
1921,3448143,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,66.0
1922,3448151,940.0,95.0,2492.0,1455.0,1455.0,999.0,52.0
1923,3448194,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1924,3448201,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1925,3448209,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1926,3448216,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1927,3448224,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,66.0
1928,3448232,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,66.0
1929,3448237,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,66.0
1930,3448245,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,66.0
1931,3448304,940.0,95.0,2492.0,1455.0,1455.0,999.0,52.0
1932,3448306,940.0,95.0,2492.0,1455.0,1455.0,999.0,52.0
1933,3448308,940.0,95.0,2492.0,1455.0,1455.0,999.0,52.0
1934,3448310,940.0,95.0,2492.0,1455.0,1455.0,999.0,52.0
1935,3448345,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1936,3448348,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1937,3448351,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,66.0
1938,3448354,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,66.0
1939,3446538,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1940,3446573,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1941,3446580,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1942,3446586,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1943,3446594,939.0,112.0,2492.0,1455.0,1455.0,999.0,51.0
1944,3446601,939.0,112.0,2492.0,1455.0,1455.0,999.0,51.0
1945,3446606,939.0,112.0,2492.0,1455.0,1455.0,999.0,51.0
1946,3446612,939.0,112.0,2492.0,1455.0,1455.0,999.0,51.0
1947,3446766,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1948,3446773,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1949,3446798,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1950,3446804,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1951,3446810,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1952,3446816,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1953,3446934,1505.0,120.0,2670.0,1596.0,1596.0,1598.0,120.0
1954,3446941,1443.0,105.0,2670.0,1596.0,1596.0,1598.0,96.0
1955,3446947,1345.0,124.0,2670.0,1596.0,1596.0,1197.0,97.0
1956,3447041,1157.0,114.0,2589.0,1509.0,1509.0,898.0,66.0
1957,3447080,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,66.0
1958,3447086,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,66.0
1959,3447095,939.0,105.0,2492.0,1455.0,1455.0,999.0,52.0
1960,3447099,939.0,105.0,2492.0,1455.0,1455.0,999.0,52.0
1961,3447109,939.0,112.0,2492.0,1455.0,1455.0,999.0,51.0
1962,3447114,939.0,112.0,2492.0,1455.0,1455.0,999.0,51.0
1963,591649,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1964,591657,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1965,591666,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1966,591674,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1967,591683,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1968,591690,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1969,591700,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1970,591707,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1971,591715,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1972,591722,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1973,591731,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1974,591738,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1975,591746,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1976,591755,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1977,591764,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1978,591771,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1979,591777,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1980,591783,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1981,591792,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1982,591800,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1983,591809,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1984,591817,936.0,103.0,2407.0,1412.0,1408.0,999.0,55.0
1985,591826,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1986,591833,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1987,591842,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1988,591850,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1989,591857,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1990,591866,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1991,591871,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1992,591880,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1993,591887,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1994,591894,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1995,591901,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1996,591905,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1997,591913,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1998,591920,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
1999,591928,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2000,591935,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2001,591943,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2002,591950,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2003,591958,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2004,591966,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2005,591975,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2006,591983,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2007,591994,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2008,591998,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2009,592005,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2010,592015,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2011,592022,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2012,592029,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2013,592038,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2014,592045,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2015,592053,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2016,592059,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2017,592063,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2018,592066,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2019,592068,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2020,592072,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2021,592075,936.0,96.0,2407.0,1412.0,1408.0,999.0,55.0
2022,592076,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2023,592079,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2024,592081,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2025,592085,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2026,592090,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2027,592093,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2028,592097,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2029,592101,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2030,592105,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2031,592108,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2032,592112,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2033,592120,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2034,592125,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2035,592128,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2036,592135,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2037,592143,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2038,592151,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2039,592157,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2040,592164,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2041,592171,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2042,592178,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2043,592184,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2044,592194,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2045,592201,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2046,592209,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2047,592216,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2048,592223,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2049,592229,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2050,592237,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2051,592242,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2052,592250,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2053,592258,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2054,592267,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2055,592274,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2056,592281,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2057,592289,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2058,592298,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2059,592305,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2060,592312,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2061,592320,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2062,592328,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2063,592337,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2064,592345,934.0,96.0,2407.0,1412.0,1408.0,999.0,44.0
2065,3923930,1280.0,169.0,2900.0,1480.0,1470.0,1598.0,62.0
2066,3923937,1280.0,169.0,2900.0,1480.0,1470.0,1598.0,62.0
2067,3923944,1280.0,169.0,2900.0,1480.0,1470.0,1598.0,62.0
2068,3923951,1280.0,169.0,2900.0,1480.0,1470.0,1598.0,62.0
2069,3923960,1037.0,120.0,2589.0,1497.0,1486.0,898.0,66.0
2070,3923966,1037.0,120.0,2589.0,1497.0,1486.0,898.0,66.0
2071,3923972,1037.0,120.0,2589.0,1497.0,1486.0,898.0,66.0
2072,3923979,1037.0,120.0,2589.0,1497.0,1486.0,898.0,66.0
2073,3923986,1037.0,120.0,2589.0,1497.0,1486.0,898.0,66.0
2074,3923994,1037.0,120.0,2589.0,1497.0,1486.0,898.0,66.0
2075,3924000,1037.0,120.0,2589.0,1497.0,1486.0,898.0,66.0
2076,3924006,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2077,3924012,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2078,3924018,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2079,3924024,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2080,3924028,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2081,3924033,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2082,3924038,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2083,3924043,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2084,3924049,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2085,3924054,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2086,3924060,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2087,3924066,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2088,3924073,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2089,3924081,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2090,3924087,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2091,3924094,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2092,3924102,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2093,3924110,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2094,3924116,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2095,3924124,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2096,3924130,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2097,3924137,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2098,3924144,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2099,3924151,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2100,3924158,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2101,3924165,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2102,3924172,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2103,3924178,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2104,3924184,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2105,3924190,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2106,3924196,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2107,3924202,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2108,3924208,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2109,3924220,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2110,3924226,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2111,3924232,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2112,3924238,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2113,3924244,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2114,3924252,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2115,3924259,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2116,3924266,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2117,3924273,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2118,3924280,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2119,3924287,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2120,3924298,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2121,3924437,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2122,3924470,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2123,3924481,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
2124,3924496,1037.0,116.0,2589.0,1497.0,1486.0,898.0,66.0
