,ID,Mass (kg),CO2 (g/km),W (mm),Steering Axle (mm),Other Axle (mm),Engine Capacity (cm3),Engine Power (KW)
6150,4505824,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6151,4505832,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6152,4505840,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6153,4505848,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6154,4505855,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6155,4505862,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6156,4505869,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6157,4505876,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6158,4505883,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6159,4505890,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6160,4505897,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6161,4505905,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6162,4505913,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6163,4505920,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6164,4505927,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6165,4505935,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6166,4505943,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6167,4505952,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6168,4505960,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6169,4505967,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6170,4505976,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6171,4505984,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6172,4505992,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6173,4506001,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6174,4506009,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6175,4506017,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6176,4506026,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6177,4506034,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6178,4506042,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6179,4506049,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6180,4506056,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6181,4506063,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6182,4506070,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6183,4506077,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6184,4506084,2145.0,183.0,2933.0,1662.0,1662.0,2993.0,190.0
6185,4506091,2145.0,183.0,2933.0,1662.0,1662.0,2993.0,190.0
6186,4506099,2145.0,183.0,2933.0,1662.0,1662.0,2993.0,190.0
6187,4506107,2145.0,183.0,2933.0,1662.0,1662.0,2993.0,190.0
6188,4506115,2145.0,183.0,2933.0,1662.0,1662.0,2993.0,190.0
6189,4506123,2145.0,183.0,2933.0,1662.0,1662.0,2993.0,190.0
6190,4506131,2145.0,183.0,2933.0,1662.0,1662.0,2993.0,190.0
6191,4506139,2145.0,183.0,2933.0,1662.0,1662.0,2993.0,190.0
6192,4506147,2145.0,183.0,2933.0,1662.0,1662.0,2993.0,190.0
6193,4506155,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6194,4506163,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6195,4506171,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6196,4506179,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6197,4506187,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6198,4506195,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6199,4506202,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6200,4506209,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6201,4506216,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6202,4506262,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6203,4506276,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6204,4506282,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6205,4506290,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6206,4506300,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6207,4506308,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6208,4506314,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6209,4506321,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6210,4506329,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6211,4506338,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6212,4506344,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6213,4506391,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6214,4506396,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6215,4506400,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6216,4506410,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6217,4506412,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6218,4506415,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6219,4506417,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6220,4506420,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6221,4506427,2145.0,158.0,2933.0,1662.0,1662.0,2993.0,190.0
6222,4506432,2145.0,156.0,2933.0,1662.0,1662.0,2993.0,190.0
6223,4041982,936.0,103.0,2407.0,1412.0,1408.0,999.0,55.0
6224,4041985,1180.0,111.0,2590.0,1441.0,1478.0,1197.0,81.0
6225,4041986,926.0,101.0,2407.0,1412.0,1408.0,999.0,44.0
6226,4041990,936.0,103.0,2407.0,1412.0,1408.0,999.0,55.0
6227,4041992,926.0,101.0,2407.0,1412.0,1408.0,999.0,44.0
6228,4041993,1180.0,111.0,2590.0,1441.0,1478.0,1197.0,81.0
6229,4041998,936.0,103.0,2407.0,1412.0,1408.0,999.0,55.0
6230,4041999,926.0,101.0,2407.0,1412.0,1408.0,999.0,44.0
6231,4042000,1180.0,111.0,2590.0,1441.0,1478.0,1197.0,81.0
6232,4042005,926.0,101.0,2407.0,1412.0,1408.0,999.0,44.0
6233,4042006,928.0,101.0,2407.0,1412.0,1408.0,999.0,55.0
6234,4042007,1180.0,111.0,2590.0,1441.0,1478.0,1197.0,81.0
6235,4042012,926.0,101.0,2407.0,1412.0,1408.0,999.0,44.0
6236,4042013,936.0,103.0,2407.0,1412.0,1408.0,999.0,55.0
6237,4042014,1180.0,111.0,2590.0,1441.0,1478.0,1197.0,81.0
6238,4042019,936.0,103.0,2407.0,1412.0,1408.0,999.0,55.0
6239,4042020,1180.0,111.0,2590.0,1441.0,1478.0,1197.0,81.0
6240,4042021,926.0,101.0,2407.0,1412.0,1408.0,999.0,44.0
6241,4042026,936.0,103.0,2407.0,1412.0,1408.0,999.0,55.0
6242,4042027,926.0,101.0,2407.0,1412.0,1408.0,999.0,44.0
6243,4042029,1180.0,111.0,2590.0,1441.0,1478.0,1197.0,81.0
6244,4042033,926.0,101.0,2407.0,1412.0,1408.0,999.0,44.0
6245,4042034,936.0,103.0,2407.0,1412.0,1408.0,999.0,55.0
6246,4042036,1180.0,111.0,2590.0,1441.0,1478.0,1197.0,81.0
6247,4042040,926.0,101.0,2407.0,1412.0,1408.0,999.0,44.0
6248,4042041,936.0,103.0,2407.0,1412.0,1408.0,999.0,55.0
6249,4042043,1180.0,111.0,2590.0,1441.0,1478.0,1197.0,81.0
6250,4042047,926.0,101.0,2407.0,1412.0,1408.0,999.0,44.0
6251,4042049,936.0,103.0,2407.0,1412.0,1408.0,999.0,55.0
6252,4042050,1180.0,111.0,2590.0,1441.0,1478.0,1197.0,81.0
6253,4042055,926.0,101.0,2407.0,1412.0,1408.0,999.0,44.0
6254,4042056,936.0,103.0,2407.0,1412.0,1408.0,999.0,55.0
6255,4042057,1180.0,111.0,2590.0,1441.0,1478.0,1197.0,81.0
6256,4042061,926.0,101.0,2407.0,1412.0,1408.0,999.0,44.0
6257,4042063,926.0,101.0,2407.0,1412.0,1408.0,999.0,55.0
6258,4042064,1180.0,111.0,2590.0,1441.0,1478.0,1197.0,81.0
6259,4042067,926.0,101.0,2407.0,1412.0,1408.0,999.0,44.0
6260,4042070,1180.0,111.0,2590.0,1441.0,1478.0,1197.0,81.0
6261,4042072,936.0,103.0,2407.0,1412.0,1408.0,999.0,55.0
6262,4042074,926.0,101.0,2407.0,1412.0,1408.0,999.0,44.0
6263,3344118,1156.0,93.0,2455.0,1441.0,1441.0,1422.0,66.0
6264,3344121,1080.0,110.0,2455.0,1441.0,1441.0,999.0,44.0
6265,3344122,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6266,3344126,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6267,3344128,1080.0,110.0,2455.0,1441.0,1441.0,999.0,44.0
6268,3344129,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6269,3344135,1080.0,110.0,2455.0,1441.0,1441.0,999.0,44.0
6270,3344136,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6271,3344146,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6272,3344154,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6273,3344163,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6274,3344164,1290.0,109.0,2590.0,1441.0,1441.0,1598.0,85.0
6275,3344169,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6276,3344172,1275.0,99.0,2590.0,1441.0,1441.0,1598.0,85.0
6277,3344179,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6278,3344187,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6279,3344198,1275.0,99.0,2590.0,1441.0,1441.0,1598.0,85.0
6280,3344205,1275.0,99.0,2590.0,1441.0,1441.0,1598.0,85.0
6281,3344209,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6282,3344211,1275.0,99.0,2590.0,1441.0,1441.0,1598.0,85.0
6283,3344212,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6284,3344213,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6285,3344215,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6286,3344216,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6287,3344219,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6288,3344221,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6289,3344223,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6290,3344224,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6291,3344227,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6292,3344244,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6293,3344246,1275.0,99.0,2590.0,1441.0,1441.0,1598.0,85.0
6294,3344249,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6295,3344254,1080.0,110.0,2455.0,1441.0,1441.0,999.0,44.0
6296,3344255,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6297,3344257,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6298,3344258,1055.0,108.0,2455.0,1441.0,1441.0,999.0,55.0
6299,3344261,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6300,3344262,1055.0,108.0,2455.0,1441.0,1441.0,999.0,55.0
6301,3344266,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6302,3344271,1080.0,110.0,2455.0,1441.0,1441.0,999.0,44.0
6303,3344273,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6304,3344278,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6305,3344283,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6306,3344288,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6307,3344289,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6308,3344294,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6309,3344295,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6310,3344297,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6311,3344299,1080.0,110.0,2455.0,1441.0,1441.0,999.0,44.0
6312,3344300,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6313,3344302,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6314,3344306,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6315,3344307,1080.0,110.0,2455.0,1441.0,1441.0,999.0,44.0
6316,3344310,1055.0,108.0,2455.0,1441.0,1441.0,999.0,55.0
6317,3344311,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6318,3344312,1080.0,110.0,2455.0,1441.0,1441.0,999.0,44.0
6319,3344313,1156.0,100.0,2455.0,1441.0,1441.0,1422.0,66.0
6320,3344316,1055.0,108.0,2455.0,1441.0,1441.0,999.0,55.0
6321,3344318,1080.0,110.0,2455.0,1441.0,1441.0,999.0,44.0
6322,3344319,1055.0,106.0,2455.0,1441.0,1441.0,999.0,44.0
6323,3344320,1275.0,99.0,2590.0,1441.0,1441.0,1598.0,85.0
6324,3344323,1055.0,108.0,2455.0,1441.0,1441.0,999.0,55.0
6325,2464583,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6326,2464590,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6327,2464597,1611.0,129.0,2647.0,1562.0,1562.0,1598.0,96.0
6328,2464604,1448.0,132.0,2647.0,1562.0,1562.0,1197.0,96.0
6329,2464610,1504.0,117.0,2647.0,1562.0,1562.0,1598.0,96.0
6330,2464621,1381.0,126.0,2647.0,1562.0,1562.0,1197.0,96.0
6331,2464626,1496.0,103.0,2647.0,1562.0,1562.0,1461.0,81.0
6332,2464633,1490.0,113.0,2647.0,1562.0,1562.0,1598.0,96.0
6333,2464812,1395.0,130.0,2647.0,1562.0,1562.0,1197.0,96.0
6334,2464819,1448.0,132.0,2647.0,1562.0,1562.0,1197.0,96.0
6335,2464825,1455.0,99.0,2647.0,1562.0,1562.0,1461.0,81.0
6336,2464834,1611.0,129.0,2647.0,1562.0,1562.0,1598.0,96.0
6337,2464841,1611.0,129.0,2647.0,1562.0,1562.0,1598.0,96.0
6338,2464844,1504.0,117.0,2647.0,1562.0,1562.0,1598.0,96.0
6339,2464851,1496.0,103.0,2647.0,1562.0,1562.0,1461.0,81.0
6340,2464893,1504.0,117.0,2647.0,1562.0,1562.0,1598.0,96.0
6341,2464900,1504.0,117.0,2647.0,1562.0,1562.0,1598.0,96.0
6342,2464907,1490.0,113.0,2647.0,1562.0,1562.0,1598.0,96.0
6343,2464916,1504.0,117.0,2647.0,1562.0,1562.0,1598.0,96.0
6344,2464922,1455.0,99.0,2647.0,1562.0,1562.0,1461.0,81.0
6345,2464928,1455.0,99.0,2647.0,1562.0,1562.0,1461.0,81.0
6346,2464934,1455.0,99.0,2647.0,1562.0,1562.0,1461.0,81.0
6347,2464944,1490.0,113.0,2647.0,1562.0,1562.0,1598.0,96.0
6348,2464951,1395.0,130.0,2647.0,1562.0,1562.0,1197.0,96.0
6349,2464956,1395.0,130.0,2647.0,1562.0,1562.0,1197.0,96.0
6350,2464963,1455.0,99.0,2647.0,1562.0,1562.0,1461.0,81.0
6351,2464969,1395.0,130.0,2647.0,1562.0,1562.0,1197.0,96.0
6352,2464977,1395.0,130.0,2647.0,1562.0,1562.0,1197.0,96.0
6353,2464984,1482.0,99.0,2647.0,1562.0,1562.0,1461.0,81.0
6354,2464990,1611.0,129.0,2647.0,1562.0,1562.0,1598.0,96.0
6355,2464997,1465.0,139.0,2647.0,1562.0,1562.0,1618.0,120.0
6356,2465003,1611.0,129.0,2647.0,1562.0,1562.0,1598.0,96.0
6357,2465028,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6358,2465035,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6359,2465042,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,55.0
6360,2456671,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6361,2456676,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6362,2456680,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6363,2456697,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6364,2456704,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6365,2456805,1048.0,102.0,2492.0,1455.0,1455.0,999.0,51.0
6366,2456813,1048.0,102.0,2492.0,1455.0,1455.0,999.0,51.0
6367,2456820,1395.0,112.0,2697.0,1521.0,1521.0,1461.0,66.0
6368,2456854,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6369,2456859,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6370,2456867,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6371,2456874,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6372,2456882,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,55.0
6373,2456888,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,55.0
6374,2456895,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,55.0
6375,2456948,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6376,2456978,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6377,2456985,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6378,2456992,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6379,2456999,1280.0,90.0,2589.0,1509.0,1509.0,1461.0,81.0
6380,2457006,1280.0,90.0,2589.0,1509.0,1509.0,1461.0,81.0
6381,2457013,1280.0,90.0,2589.0,1509.0,1509.0,1461.0,81.0
6382,2457019,1280.0,90.0,2589.0,1509.0,1509.0,1461.0,81.0
6383,2457026,1068.0,108.0,2492.0,1455.0,1455.0,898.0,66.0
6384,2457033,1068.0,108.0,2492.0,1455.0,1455.0,898.0,66.0
6385,2457040,1068.0,108.0,2492.0,1455.0,1455.0,898.0,66.0
6386,2457048,1048.0,102.0,2492.0,1455.0,1455.0,999.0,51.0
6387,2457055,1048.0,102.0,2492.0,1455.0,1455.0,999.0,51.0
6388,2457059,1048.0,102.0,2492.0,1455.0,1455.0,999.0,51.0
6389,2457066,1048.0,102.0,2492.0,1455.0,1455.0,999.0,51.0
6390,2457178,1395.0,112.0,2697.0,1521.0,1521.0,1461.0,66.0
6391,2457179,1395.0,112.0,2697.0,1521.0,1521.0,1461.0,66.0
6392,2457180,1395.0,112.0,2697.0,1521.0,1521.0,1461.0,66.0
6393,2457181,1395.0,112.0,2697.0,1521.0,1521.0,1461.0,66.0
6394,2457182,1381.0,126.0,2647.0,1562.0,1562.0,1197.0,96.0
6395,2457183,1395.0,130.0,2647.0,1562.0,1562.0,1197.0,96.0
6396,2457184,1448.0,132.0,2647.0,1562.0,1562.0,1197.0,96.0
6397,2457185,1469.0,103.0,2647.0,1562.0,1562.0,1461.0,81.0
6398,2457186,1469.0,103.0,2647.0,1562.0,1562.0,1461.0,81.0
6399,2457187,1496.0,103.0,2647.0,1562.0,1562.0,1461.0,81.0
6400,2457188,1496.0,103.0,2647.0,1562.0,1562.0,1461.0,81.0
6401,2457189,1482.0,99.0,2647.0,1562.0,1562.0,1461.0,81.0
6402,2457190,1395.0,130.0,2647.0,1562.0,1562.0,1197.0,96.0
6403,2457191,1395.0,130.0,2647.0,1562.0,1562.0,1197.0,96.0
6404,2457242,1448.0,134.0,2647.0,1562.0,1562.0,1197.0,96.0
6405,2457247,1448.0,134.0,2647.0,1562.0,1562.0,1197.0,96.0
6406,2457255,1505.0,130.0,2647.0,1562.0,1562.0,1598.0,96.0
6407,2457259,1505.0,130.0,2647.0,1562.0,1562.0,1598.0,96.0
6408,2457269,1490.0,113.0,2647.0,1562.0,1562.0,1598.0,96.0
6409,2457275,1482.0,99.0,2647.0,1562.0,1562.0,1461.0,81.0
6410,2457282,1611.0,129.0,2647.0,1562.0,1562.0,1598.0,96.0
6411,2457360,1448.0,134.0,2647.0,1562.0,1562.0,1197.0,96.0
6412,2457367,1395.0,123.0,2647.0,1562.0,1562.0,1197.0,96.0
6413,2457373,1482.0,99.0,2647.0,1562.0,1562.0,1461.0,81.0
6414,2457383,1829.0,156.0,2705.0,1597.0,1597.0,1995.0,130.0
6415,2457389,1735.0,146.0,2705.0,1597.0,1597.0,1995.0,130.0
6416,2457394,1735.0,146.0,2705.0,1597.0,1597.0,1995.0,130.0
6417,2457401,1735.0,146.0,2705.0,1597.0,1597.0,1995.0,130.0
6418,2457443,1615.0,120.0,2705.0,1597.0,1597.0,1598.0,96.0
6419,2457449,1735.0,146.0,2705.0,1597.0,1597.0,1995.0,130.0
6420,2457455,1829.0,156.0,2705.0,1597.0,1597.0,1995.0,130.0
6421,2457462,1615.0,120.0,2705.0,1597.0,1597.0,1598.0,96.0
6422,2457494,1615.0,104.0,2804.0,1602.0,1602.0,1461.0,81.0
6423,2457500,1578.0,104.0,2804.0,1602.0,1602.0,1461.0,81.0
6424,2457507,1578.0,104.0,2804.0,1602.0,1602.0,1461.0,81.0
6425,2457512,1607.0,104.0,2804.0,1602.0,1602.0,1461.0,81.0
6426,2457562,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6427,2457570,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6428,2457605,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6429,2457611,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6430,2457618,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6431,2457626,1615.0,116.0,2734.0,1602.0,1602.0,1598.0,96.0
6432,2457632,1615.0,116.0,2734.0,1602.0,1602.0,1598.0,96.0
6433,2457638,1505.0,129.0,2734.0,1602.0,1602.0,1197.0,97.0
6434,2457645,1505.0,129.0,2734.0,1602.0,1602.0,1197.0,97.0
6435,2457695,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6436,2457703,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6437,2457712,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,55.0
6438,2457717,1165.0,85.0,2589.0,1509.0,1509.0,1461.0,55.0
6439,2457725,1280.0,90.0,2589.0,1509.0,1509.0,1461.0,81.0
6440,2457734,1068.0,108.0,2492.0,1455.0,1455.0,898.0,66.0
6441,2457779,1048.0,102.0,2492.0,1455.0,1455.0,999.0,51.0
6442,2457784,1048.0,102.0,2492.0,1455.0,1455.0,999.0,51.0
6443,2457793,1395.0,112.0,2697.0,1521.0,1521.0,1461.0,66.0
6444,2457802,1607.0,104.0,2804.0,1602.0,1602.0,1461.0,81.0
6445,2457834,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6446,2457841,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6447,2457846,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6448,2457861,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6449,2457940,1505.0,129.0,2734.0,1602.0,1602.0,1197.0,97.0
6450,2457946,1505.0,129.0,2734.0,1602.0,1602.0,1197.0,97.0
6451,2458031,1607.0,104.0,2804.0,1602.0,1602.0,1461.0,81.0
6452,2458070,1676.0,119.0,2804.0,1602.0,1602.0,1598.0,96.0
6453,2458077,1505.0,100.0,2734.0,1602.0,1602.0,1461.0,81.0
6454,2458115,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6455,2458121,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6456,2458127,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6457,2458134,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6458,2458176,1275.0,95.0,2606.0,1531.0,1531.0,1461.0,66.0
6459,4492477,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6460,4492484,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6461,4492492,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6462,4492500,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6463,4492508,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6464,4492516,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6465,4492523,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6466,4492530,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6467,4492538,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6468,4492547,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6469,4492555,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6470,4492562,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6471,4492570,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6472,4492577,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6473,4492585,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6474,4492593,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6475,4492601,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6476,4492609,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6477,4492617,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6478,4492625,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6479,4492633,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6480,4492641,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6481,4492649,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6482,4492656,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6483,4492665,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6484,4492673,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6485,4492681,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6486,4492689,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6487,4492696,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6488,4492706,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6489,4492714,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6490,4492722,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6491,4492730,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6492,4492736,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6493,4492746,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6494,4492754,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6495,4492762,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6496,4492769,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6497,4492775,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6498,4492784,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
6499,4492792,1500.0,104.0,2670.0,1587.0,1587.0,1496.0,85.0
